	ongetwijfeld/adv	word/verb	doorsta/verb	bijzonder/adj	bekom/verb	bevrijd/verb	hoe/adj	groei_cijfer/noun	nog/adv	veiligheid_situatie/noun	klus/noun	noodzakelijk/adj	regering/noun	blijk/verb	Portugees/noun	bestrijding/noun	claim/noun	knok/verb	strijd/noun	voorspel/verb	verdedig/adj	oplossing/noun	behoorlijk/adj	reconstrueer/verb	koor/noun	rit/noun	cover/noun	schets/verb	kunstenaar/noun	demonstreer/verb	ervaar/verb	lijk/verb	op/adj	operatie/noun	leer/verb	perfect/adj	bereid/adj	zee/noun	clandestien/adj	post/noun	trek_aan/verb	altijd/adv	zelfs/adv	knot_gek/adj	begrijp/verb	al/adv	zorg/verb	beloof/verb	onderdeel/noun	Koerdisch/adj	dans/noun	echter/adv	parkoers/noun	definitie/noun	aandenken/noun	impasse/noun	opgenomen/adj	breng_op/verb	deelnemer/noun	god/noun	haal_uit/verb	zo/adv	reuze/adj	zijn/adj	brandweer/noun	voed/verb	vind/verb	meest/adj	begin/verb	beleef/verb	manoeuvreer/verb	moment/noun	tocht/noun	kwestie/noun	paar/noun	tijd/noun	sport/noun	zaak/noun	breng/verb	genoeg/adv	boekdeel/noun	uitslag/noun	positie/noun	prognose/noun	opdracht/noun	sprint/noun	het/noun	uiterst/adj	bel/noun	onderneem/verb	red/verb	publicitair/adj	kan/verb	tegenstander/noun	vreemde/noun	tafereel/noun	vang/verb	automobilist/noun	gijzelaar/noun	gedicht/noun	functioneer/verb	rente/noun	vrouw/noun	dreig/verb	avontuur/noun	opgaaf/noun	omgeving/noun	regelmatig/adj	toestand/noun	film/noun	binnenlands/adj	plotseling/adj	vracht_wagen/noun	kritiek/noun	duur/verb	ga_op/verb	verkeer/verb	toch/adv	verhaal/noun	zo/adj	ben/verb	dat/noun	opnieuw/adv	soms/adv	bestaan/noun	recent/adj	stand_DIM/noun	hulp/noun	ga_uit/verb	complex/adj	asymmetrische/adj	olie_prijs/noun	bespaar/verb	financieel/adj	woon/verb	knijp_dicht/verb	gewraakt/adj	dergelijk/adj	maak/verb	omstandigheid/noun	optie/noun	poging/noun	besluit/noun	even/adv	gemeente_kas/noun	overleef/verb	zie_uit/verb	gepaard/adj	talloos/adj	krakkemikkige/adj	stap/verb	doceer/verb	steeds/adv	trek/verb	situatie/noun	volk_raadpleging/noun	tref_aan/verb	gebied/noun	muzikaal/adj	stunt_werk/noun	leid/verb	meen/verb	blijf/verb	natuurlijk/adj	ambulanciers/noun	heel/adv	overhaast/adj	beschikbaar/adj	even/adj	warenhuis/noun	huidig/adj	voorbij/adj	koers/noun	enquête/noun	toer/noun	temeer/adv	exercitie/noun	luchtvaart/noun	ouverture/noun	kussen/noun	reis/noun	oversteek/noun	schipper/noun	slachtoffer/noun	vaak/adj	club/noun	herinner/verb	buig_om/verb	lijm/verb	standpunt/noun	wat/adv	minst/adj	onvoorspelbaar/adj	Brussels/adj	onderweg/adj	kracht/noun	weliswaar/adv	structuur/noun	iets/adv	onderneming/noun	onderwerp/noun	zeker/adv	angst/noun	chauffeur/noun	lever_op/verb	capriool/noun	president/noun	doel/noun
zie_uit/verb	0.8868592	0.9605905	0.86662483	0.7635135	0.7751995	0.9346249	0.7476548	0.8739046	0.74182093	0.91411227	0.81246835	0.805196	0.97126335	0.73169154	0.8942049	0.9955199	0.97219396	0.8579893	1.0	0.79532564	0.7446839	0.9079739	0.8117074	0.7919346	0.95767707	0.95184356	0.8631375	0.7085082	0.9249321	0.7448495	0.7291928	0.48736018	0.8924442	0.9576527	0.82641155	0.66075397	0.99765784	0.9612445	0.9952542	0.88106835	0.9424685	0.6300292	0.56322455	0.8272779	0.6548344	0.7013149	0.8133624	0.9554263	0.98770046	0.9963097	0.94231844	0.72565275	0.76339984	0.88511175	0.9342348	0.95500904	0.9040523	0.7508037	0.9393376	0.9370854	0.9446897	0.8182479	0.81504333	0.8610276	0.9782653	0.8985681	0.576054	0.9205989	0.95181113	0.8845746	0.72822535	0.8121603	0.9774925	0.87801784	0.89393353	0.81726927	0.9288388	0.8684394	0.90336275	0.8466935	0.9056511	0.94516385	0.9103985	0.90856415	0.7980322	0.92510617	0.6202668	0.84630823	0.88929975	0.98488	0.9152776	0.82041717	0.7505604	0.89778066	0.9223335	0.896566	0.930704	0.9348779	0.97297394	0.9152237	0.67560965	0.95040196	0.9510587	0.836395	0.97946143	0.8834576	0.8899519	0.9209128	0.88571054	0.9275957	0.9324131	0.90291613	0.998371	0.9426129	0.7196467	0.96596795	0.8167484	0.5125667	0.9040568	0.5385836	0.53127575	0.91810054	0.9402424	0.6697564	0.98431313	0.9090825	0.9057333	0.9959276	0.87262374	0.7192772	0.8499013	0.9272716	0.8685465	0.850835	0.9833757	0.83697	0.970179	0.8562291	0.81857395	0.7834644	0.9414084	0.98444086	0.97536093	0.94385076	0.8865411	0.93200684	0.0	0.8862105	0.94622755	0.93375933	0.94164115	0.95646876	0.834847	0.89658403	0.843124	0.9764567	0.94984984	0.9262044	0.88790345	0.82211554	0.90965277	0.92749816	0.7344782	0.5519173	0.9840599	0.5467092	0.97731423	0.97486717	0.81057423	0.9622281	0.83647853	0.8450391	0.83187	0.9718852	0.89505124	0.7452559	0.9527401	0.89958376	0.897789	0.8858044	0.9729465	0.9841711	0.9117842	0.99396914	0.69777393	0.94222194	0.7112875	0.6430763	0.9124228	0.9812872	0.7230813	0.8260216	0.7446824	0.97878546	0.88926816	0.945261	0.7626794	0.9018751	0.84223455	0.9401574	0.90450567	0.6751038	0.95217156	0.9813871	0.8112198	0.9803479	0.99531025	0.91248155
gepaard/adj	0.81039655	0.88694316	0.6897322	0.877438	0.77395475	0.8360273	0.88945746	0.7904657	0.90807354	0.9337006	0.8902889	0.6450351	0.9051447	0.8339363	0.80694026	0.77197134	0.7841453	0.8800651	0.89252985	0.76207346	0.8085247	0.8326808	0.84642947	0.7560456	0.74845695	0.99949795	0.8790435	0.6866263	0.90179014	0.84400344	0.7232407	0.77545744	0.93688047	0.7572334	0.9271953	0.84871554	0.8598534	0.90323526	0.77659386	0.8979853	0.81550527	0.91884923	0.84378284	0.7681898	0.9173895	0.7719821	0.481413	0.79935676	0.7566203	0.88701767	0.64735234	0.814561	0.8231722	0.76739776	0.933087	0.93641376	0.85981005	0.7683689	0.9567096	0.81418097	0.8483082	0.8660901	0.84830153	0.85186887	0.9625879	0.68968356	0.8650453	0.9182578	0.7957469	0.8167736	0.84971297	0.91912013	0.8949832	0.7481067	0.9255723	0.90721774	0.8371618	0.7708453	0.7668597	0.81180024	0.8303764	0.9810829	0.8928776	0.85811967	0.900561	0.9610533	0.8563311	0.8169869	0.8893989	0.71290267	0.86671877	0.7179714	0.90368414	0.81852573	0.86595535	0.6767359	0.86883384	0.9247522	0.90926003	0.871603	0.8074766	0.67468584	0.85592043	0.7966832	0.83606315	0.8548593	0.8897333	0.88171065	0.8035292	0.8533487	0.8107884	0.89154214	0.9789418	0.86466503	0.7919093	0.79282486	0.76224613	0.86576355	0.8175039	0.8724748	0.79221237	0.8529563	0.7673078	0.72380185	0.83278763	0.82594305	0.74223447	0.78961474	0.7327584	0.66551816	0.80828035	0.6962725	0.7184686	0.8321804	0.98162913	0.7727449	0.8921726	0.6401058	0.87193435	0.8018304	0.91790307	0.81866306	0.7993436	0.7244955	0.8201674	0.809309	0.8862105	0.0	0.7526802	0.81408584	0.95620835	0.75296533	0.7666998	0.88757104	0.82269514	0.8135605	0.7361145	0.74544644	0.7802095	0.8161578	0.36897033	0.8169183	0.8428422	0.875806	0.87351143	0.8870265	0.8625128	0.8332211	0.8972302	0.9434979	0.75634116	0.75394225	0.7530002	0.94338274	0.85691684	0.71688396	0.6989806	0.7626108	0.773334	0.9744628	0.8242995	0.9498442	0.90271	0.88988805	0.80156857	0.85321647	0.74279845	0.90084326	0.85456914	0.8201056	0.79128367	0.9084658	0.635268	0.90929574	0.8452319	0.91347605	0.68041575	0.70229477	0.77995014	0.72899306	0.7178626	0.88171107	0.67996716	0.9345613	0.36669618	0.77047515	0.9127283	0.82248557
talloos/adj	0.6100786	0.66047275	0.694091	0.7489674	0.7897866	0.7849223	0.7381581	0.79212934	0.8264284	0.7935418	0.8603848	0.6921693	0.8261193	0.8767763	0.7835393	0.82837045	0.88728553	0.9257209	0.78200185	0.9051241	0.8948141	0.8413674	0.75845397	0.5355369	0.8106974	0.85037506	0.76167786	0.68621254	0.7186177	0.8179451	0.7265942	0.8091156	0.9381655	0.6387459	0.88503504	0.78307873	0.79482853	0.61288786	0.560686	0.84336567	0.89551026	0.8204594	0.7712186	0.6466619	0.90327495	0.8441105	0.8329989	0.76570815	0.8303995	0.79716015	0.7422677	0.7545471	0.89414847	0.7029907	0.83623374	0.7772047	0.6619012	0.8475522	0.8554618	0.8722399	0.9177634	0.7623127	0.78883046	0.9094461	0.87878406	0.81864786	0.95805705	0.66074264	0.58508027	0.70363927	0.889083	0.7527074	0.5992512	0.78025967	0.70691675	0.756716	0.8540126	0.77352	0.74323463	0.7856899	0.7816217	0.9453294	0.91183615	0.87345624	0.8161952	0.8601613	0.9338416	0.68821585	0.7425609	0.6131903	0.73185927	0.8064734	0.7070832	0.94398063	0.64702237	0.5923743	0.7371503	0.81251925	0.7661625	0.6794102	0.8954316	0.8747232	0.7210758	0.7721056	0.6052493	0.85363984	0.7581945	0.55462444	0.7733625	0.7075269	0.834748	0.73815066	0.75454736	0.7316987	0.71316415	0.9301404	0.879579	0.8985598	0.5595417	0.8689609	0.8291368	0.8469965	0.8251147	0.64655924	0.8054069	0.6966162	0.72750103	0.7989726	0.95950663	0.72350174	0.87497914	0.7850925	0.7613201	0.7705448	0.8515671	0.8452722	0.6349448	0.5499991	0.5557492	0.78624654	0.86890334	0.71469104	0.84387577	0.7306669	0.87087667	0.5695321	0.94622755	0.7526802	0.0	0.6943133	0.7581671	0.7539611	0.7753099	0.76552117	0.7898518	0.8403955	0.7638633	0.76782477	0.60816765	0.85243714	0.7424448	0.80817884	0.90845317	0.85295165	0.8556694	0.7550555	0.71339965	0.8215485	0.8609617	0.93178016	0.90530777	0.85870117	0.9274785	0.8430613	0.8843758	0.7941801	0.86701226	0.7333962	0.6937967	0.7700907	0.58140254	0.7077676	0.7929987	0.781417	0.569093	0.89428735	0.77295256	0.8797895	0.82758206	0.86301327	0.8398537	0.9094186	0.7888167	0.8912479	0.7557878	0.83730245	0.80860627	0.7900318	0.810791	0.7959006	0.6546542	0.80900025	0.67339545	0.8374438	0.6760272	0.79777896	0.85542905	0.7216592
krakkemikkige/adj	0.88251466	0.77595973	0.9086473	0.92684233	0.81708574	0.91963565	0.80446446	0.9762992	0.91138285	0.9639855	0.95597076	0.85714424	0.882377	0.8748321	0.68832475	0.90318704	0.8980087	0.90332055	0.84230167	0.9759189	0.9305815	0.92738235	0.8846015	0.9015592	0.859626	0.8267307	0.9110229	0.83792084	0.75162756	0.88779414	0.7119294	0.89849436	0.9257635	0.88894963	0.8036622	0.8285565	0.79965806	0.69873476	0.6228856	0.86162996	0.82203627	0.86259294	0.83649033	0.90644586	0.80995196	0.8700947	0.8922298	0.85046875	0.8184876	0.9405172	0.8696009	0.835952	0.8830084	0.8321667	0.8538388	0.87426937	0.95583206	0.93038446	0.946907	0.8464567	0.8788724	0.7943276	0.8481004	0.96354234	0.89338046	0.94345677	0.86717254	0.8561163	0.8067561	0.82394075	0.82847166	0.88587123	0.7485475	0.8789313	0.9261551	0.7746099	0.8320349	0.8753631	0.92576754	0.850319	0.93972945	0.9962622	0.9731405	0.9330024	0.8859992	0.7919638	0.9520097	0.9500478	0.9635245	0.8409725	0.93691355	0.8663963	0.793586	0.9316241	0.8280528	0.71123874	0.7920871	0.7031069	0.95567036	0.8095942	0.79709405	0.91698235	0.866002	0.9187817	0.7861989	0.96752465	0.85713744	0.70339406	0.8688998	0.841286	0.94336486	0.8015691	0.5861566	0.9299347	0.8019948	0.83189076	0.8241724	0.902202	0.7203349	0.92128044	0.88731676	0.8984772	0.8723925	0.88106203	0.8870658	0.9211486	0.94596964	0.9095982	0.89485794	0.87964314	0.86347765	0.9928037	0.8046904	0.9508064	0.77193826	0.8348614	0.8029989	0.84597206	0.6669464	0.82139754	0.9565662	0.89279795	0.844138	0.8810359	0.99657404	0.6614147	0.93375933	0.81408584	0.6943133	0.0	0.8095707	0.8972979	0.7984142	0.9367567	0.89082247	0.8461344	0.7212136	0.8759811	0.89133316	0.8719029	0.787671	0.84934855	0.9364474	0.78426903	0.93076575	0.77507985	0.8770617	0.85374635	0.91642106	0.8443363	0.9480515	0.8925839	0.9749761	0.89852244	0.8779097	0.89232004	0.9197595	0.8824387	0.7875977	0.9292854	0.7059165	0.6709075	0.7764902	0.8506143	0.8477215	0.88363427	0.8340186	0.9952295	0.8874459	0.90147126	0.8768116	0.95598036	0.8126844	0.9169269	0.7319242	0.91880447	0.90800285	0.87610567	0.90364754	0.8544367	0.8668717	0.8783596	0.96834636	0.7243335	0.8122235	0.88197553	0.95759785	0.87395716
stap/verb	0.9175435	0.8203297	0.8658855	0.9715902	0.65042055	0.8745385	0.97357327	0.9339976	0.8266392	1.0	0.9792618	0.8788749	0.7494697	0.9407453	0.9002475	0.85535073	0.8095155	0.96597457	0.9259401	0.9565437	0.9954635	0.9634093	0.9634199	0.86158395	0.9939935	0.8359207	0.96540666	0.9502985	0.9947751	0.8736731	0.9439301	0.8846282	0.92159927	0.8955968	0.90340567	0.93958074	0.794335	0.80085844	0.75793976	0.8488736	0.91088355	0.84603477	0.8530514	0.79985833	0.9745211	0.8134916	0.9362059	0.64583516	0.97390443	0.9341696	0.97040474	0.91889143	0.87859833	0.8801546	0.7779776	0.84476936	0.9843625	0.978419	0.8678535	0.9810405	0.9373755	0.9867293	0.86659336	0.9584873	0.89664793	0.93858063	0.95781076	0.91917753	0.78721386	0.69299686	0.8010817	0.9604484	0.611404	0.95705545	0.91307545	0.9266385	0.94085544	0.9626911	0.8844805	0.9707366	0.9800116	0.9157742	0.94136465	0.9045494	0.8177439	0.9459097	0.97900987	0.9516797	0.8933467	0.6852223	0.8699912	0.8588574	0.8913013	0.99996156	0.82165736	0.9544062	0.90128696	0.7811923	0.7959935	0.9021323	0.89894676	0.96390605	0.9215025	0.75565517	0.7161522	0.9551894	0.9840492	0.82185006	0.89698	0.9322271	0.8840387	0.8449984	0.6798246	0.90431345	0.80966944	0.88304424	0.9195683	0.9216488	0.88679916	0.9961404	0.9191902	0.9977747	0.8580675	0.91178566	0.97299623	0.96367574	0.8173904	0.8206842	0.91163933	0.93166405	0.5702703	0.8890018	0.8016095	0.80932105	0.92901576	0.7386184	0.7781418	0.7820419	0.9536772	0.96579295	0.9768413	0.63347626	0.79586184	0.9023345	0.9865417	0.77725065	0.94164115	0.95620835	0.7581671	0.8095707	0.0	0.9520123	0.93947923	0.8281392	0.967109	0.88745403	0.78838855	0.914042	0.8216497	0.8942543	0.93589765	0.8850756	0.929662	0.9355189	0.77315634	0.92804736	0.65203154	0.95524615	0.8585914	0.9310013	0.79722756	0.7653775	0.92614186	0.9300039	0.9283192	0.8814287	0.98980397	0.8870542	0.8953948	0.93783784	0.5830687	0.87539595	0.81531036	0.8778813	0.87833863	0.9491065	0.9326641	0.9823559	0.83922994	0.8148478	0.93230003	0.94764465	0.8557135	0.66078615	0.68617296	0.9481507	0.92098534	0.9442664	0.8004339	0.83013487	0.93844926	0.99269235	0.9696445	0.6734506	0.9329864	0.8763866	0.75255656	0.96973324
doceer/verb	0.7378819	0.95376277	0.94836074	0.8042066	0.9077673	0.99993014	0.7442621	0.95902157	0.8100975	0.9306393	0.8760961	0.94974357	0.9735436	0.86598665	0.8293803	0.9865805	0.99643296	0.8841794	0.98018855	0.9300678	0.9790317	0.9119848	0.90708673	0.79232395	0.6306857	0.9821489	0.8618019	0.71355355	0.85049856	0.7746928	0.8682492	0.8483876	0.99601656	0.87266374	0.6676599	0.8300378	1.0	0.94681627	0.9816794	0.8918846	0.97788835	0.795174	0.90156484	0.75618577	0.86130095	0.91263676	0.76490855	0.95939326	0.80349654	0.9485159	0.41918367	0.91737163	0.9282586	0.7797613	0.83392006	0.95610124	0.82947797	0.9695182	0.8923649	0.9461069	0.97351694	0.7717365	0.9246253	0.96329874	0.9917242	0.95784307	0.8994486	0.72925687	0.9961524	0.8460535	0.91667116	0.8853831	0.90011114	0.90586734	0.921889	0.8794035	0.5666694	0.8733921	0.72484684	0.8236565	0.93160367	0.97894245	0.97635764	0.93922883	0.8496247	0.98099643	0.94130886	0.81669664	0.8868785	0.9686196	0.97634995	0.9300731	0.89510673	0.99874085	0.9398905	0.68847716	0.9171715	0.9378476	0.96942854	0.82712305	0.9339528	0.98284996	0.9142214	0.98769474	0.9162072	0.85947645	0.89179647	0.79762733	0.96236	0.6073942	0.89912057	0.8300508	0.9572294	0.93479896	0.9758472	0.9633162	0.9733743	0.9333081	0.7295102	0.8807749	0.79831815	0.9233943	0.90308905	0.74565756	0.91090596	0.9086762	0.7861111	0.95569557	0.9341299	0.7455747	0.9478179	0.9609464	0.9238112	0.9271225	0.9295077	0.9063276	0.9465469	0.78212416	0.85418993	0.93560374	1.0	0.94999856	0.9440475	0.69172263	0.9987192	0.93818283	0.95646876	0.75296533	0.7539611	0.8972979	0.9520123	0.0	0.82492584	0.9918875	0.8918301	0.85710704	0.84746933	0.9548627	0.7393058	0.9507583	0.66394836	0.8275379	0.96297157	0.81124073	0.924672	0.7829565	0.95470047	0.9583289	0.89654684	0.9356765	0.9784496	0.92523885	0.9879833	0.81515825	0.9144346	0.90785	0.93911856	0.9026239	0.74081856	0.99593997	0.8950277	0.96503925	0.9371921	0.97926027	0.6996033	0.9711773	0.7800245	1.0	0.9199921	0.88417184	0.8448774	0.98259425	0.7752818	0.95297855	0.9198041	0.94721925	0.8947489	0.732465	0.8015239	0.93649423	0.7517262	0.9249078	0.8794618	0.94138175	0.69794554	0.94099504	0.9698431	0.985449
steeds/adv	0.7471962	0.76314926	0.82488763	0.65921825	0.9245663	0.7716178	0.60782087	0.8247955	0.7400644	0.7817195	0.72477573	0.7128943	0.77872866	0.74249303	0.8341836	0.91924214	0.8842473	0.7432611	0.8487811	0.8388987	0.8497102	0.67802	0.57639563	0.8741684	0.98367345	0.96075606	0.92572093	0.8080267	0.8062738	0.7918579	0.6933681	0.70348495	0.94660556	0.76749	0.84659845	0.73881364	0.80451655	0.80882907	0.8778157	0.848932	0.8815137	0.53883195	0.6698682	0.8447578	0.7583539	0.5475973	0.82974374	0.89869916	0.8211533	0.8925451	0.7808329	0.5577885	0.9095067	0.67446584	0.9420788	0.74199617	0.8477099	0.7996418	0.96706694	0.9365381	0.7835452	0.50422233	0.748925	0.8558522	0.919644	0.7999736	0.7505629	0.6135529	0.9582954	0.90129805	0.80449927	0.79759926	0.93360543	0.7252886	0.87346923	0.78587687	0.79138386	0.7675693	0.79230344	0.48473936	0.90512466	0.96513695	0.842703	0.7635769	0.83778095	0.9002619	0.7007348	0.63618606	0.92236954	0.9058437	0.83089095	0.8116674	0.8120529	0.8641899	0.69300187	0.83760524	0.75059843	0.65559125	0.79818726	0.8514188	0.7941365	0.7977448	0.73651075	0.74302125	0.8397002	0.7254874	0.5821777	0.7249116	0.7074275	0.8433965	0.7569508	0.63862705	0.8873533	0.7576499	0.85342056	0.86939937	0.7476619	0.6407094	0.73455656	0.50426567	0.65050465	0.7115373	0.689329	0.56531036	0.88850707	0.8465242	0.8867798	0.8446258	0.8039697	0.6765314	0.81648344	0.7743709	0.88639903	0.6479635	0.82921606	0.76044726	0.83726484	0.6311758	0.77990544	0.7030537	0.885957	0.8391678	0.9007466	0.6761244	0.92735946	0.86109424	0.834847	0.7666998	0.7753099	0.7984142	0.93947923	0.82492584	0.0	0.9659634	0.6759532	0.84411174	0.78847766	0.8137958	0.7715119	0.79310155	0.7756623	0.77933556	0.7298189	0.69938016	0.86890376	0.5782172	0.7428551	0.80918217	0.76073956	0.94121504	0.7263938	0.72778547	0.8724077	0.8780531	0.7159467	0.7916672	0.875201	0.688504	0.92530835	0.949963	0.9084389	0.8816618	0.8541376	0.7256217	0.5543282	0.79363286	0.9272628	0.87866545	0.7823683	0.7221035	0.63607764	0.8126788	0.6184875	0.93412375	0.80020964	0.775969	0.66297585	0.67530704	0.5609067	0.7095103	0.6419585	0.80376935	0.75919247	0.85156363	0.76828045	0.8042848	0.85692227	0.908084
trek/verb	0.91310626	0.9630605	0.85743344	0.9500576	0.7901431	0.9761877	0.9844783	0.9666815	0.93200374	0.75604403	0.788877	0.90534544	0.9355862	0.9493194	0.8453599	0.9581093	0.9790668	0.9420182	0.9914202	0.9770782	0.92552406	0.86533254	0.93179554	0.8238814	0.9318832	0.90687287	0.9638892	0.9547398	0.97252446	0.95039606	0.9356519	0.86270255	0.8922043	0.93516827	0.8876059	0.8181387	0.9499864	0.8071457	0.843517	0.9544865	0.7148094	0.9431773	0.92627835	0.8517894	0.97692674	0.91112185	0.92506546	0.8661094	0.8583828	0.9786994	0.9895062	0.8404488	0.884613	0.96586543	0.7973145	0.9906209	0.9632485	0.9272715	0.85019344	0.986878	0.88588583	0.956384	0.90227807	0.93703574	0.9874082	0.9367247	0.95161074	0.933606	0.6239875	0.7588936	0.85332763	0.90085673	0.82986563	0.99209535	0.9513066	0.9092754	0.9440212	0.96885294	0.92454475	0.94914275	0.98535687	0.91285354	0.9113248	0.96926385	0.91056854	0.8862111	0.9858891	0.9702676	0.5371793	0.73978245	0.8038681	0.8899574	0.96173316	0.9478365	0.8570888	0.9005306	0.805863	0.9326739	0.8582635	0.89515215	0.94166106	0.94411546	0.95262164	0.8784158	0.7514143	0.95094544	0.97232604	0.7997452	0.9633887	0.9493512	0.9455197	0.77676916	0.92970115	0.8941101	0.8530073	0.8936529	0.95966727	0.9197666	0.93415534	0.97203577	0.94206226	0.98739946	0.9232409	0.7968984	0.98325557	0.90523195	0.8472033	0.98792887	0.97469884	0.9217948	0.8643217	0.9900868	0.9321161	0.88088226	0.91497177	0.78769284	0.98178685	0.8952965	0.9152622	0.9585023	0.85442424	0.9641031	0.74347395	0.867796	0.98311484	0.85671896	0.89658403	0.88757104	0.76552117	0.9367567	0.8281392	0.9918875	0.9659634	0.0	0.9881897	0.9953901	0.9301024	0.9218234	0.85419524	0.9160284	0.85504127	0.88464385	0.9729673	0.94852513	0.91579026	0.92776775	0.68954754	0.9952571	0.8334985	0.9751054	0.9626826	0.85366195	0.9583122	0.951461	0.927748	0.89539427	0.9717975	0.9512652	0.8937198	0.72890466	0.85323584	0.8573746	0.9126149	0.9756798	0.8786193	0.9150159	0.9577883	0.9094831	0.93113834	0.8569426	0.73709285	0.9468411	0.8737502	0.9693758	0.6903428	0.8989577	0.9110885	0.9197634	0.9702427	0.9427056	0.94230247	0.6837609	0.9708111	0.8956605	0.9051317	0.90662384	0.92653745	0.7071351
situatie/noun	0.69748604	0.63341165	0.8740526	0.688556	0.8102174	0.82002515	0.6351334	0.8086478	0.7313988	0.6624087	0.7082665	0.5987377	0.77653646	0.82672346	0.8499877	0.7693906	0.6512618	0.8603964	0.873224	0.8452483	0.74295974	0.7390529	0.65773714	0.9034196	0.9032548	0.9491354	0.8648579	0.6777475	0.8155154	0.86883026	0.7391063	0.8009988	0.8336012	0.55540603	0.81950676	0.7027662	0.8162008	0.82239795	0.8843736	0.7741374	0.959115	0.7106048	0.68376195	0.85597885	0.78888595	0.8147309	0.9040775	0.8272397	0.83775187	0.88567096	0.82226765	0.58882993	0.8005855	0.65981424	0.92773235	0.39316034	0.8698535	0.8259928	0.9774267	0.86582494	0.95448166	0.6321164	0.90519714	0.80232364	0.77159756	0.8609931	0.82598203	0.7559202	0.9798462	0.8792005	0.86606807	0.69964814	0.86417514	0.7070024	0.85298026	0.80529296	0.8231673	0.48974383	0.93122524	0.7467239	0.7842278	0.85527086	0.41507095	0.65696836	0.7513592	0.8702394	0.669757	0.5507288	0.9142005	0.89777005	0.73958856	0.6275532	0.54618156	0.75775504	0.7146146	0.6562369	0.80876637	0.82981586	0.67120993	0.87245256	0.75671554	0.83788604	0.76145923	0.8352703	0.7896625	0.679422	0.5721253	0.8694054	0.27557284	0.72258353	0.87631345	0.7654308	0.82207865	0.73685396	0.89018875	0.93358207	0.71056783	0.69576937	0.7019893	0.6386076	0.7339133	0.8978404	0.88751113	0.666052	0.72197026	0.9436499	0.91216075	0.73428047	0.92185146	0.5490214	0.8717353	0.75151837	0.90335554	0.64561546	0.94437915	0.85828847	0.9099922	0.79399836	0.8498758	0.4178375	0.8297536	0.75542164	0.8551278	0.6247109	0.6928676	0.79534674	0.843124	0.82269514	0.7898518	0.89082247	0.967109	0.8918301	0.6759532	0.9881897	0.0	0.7776284	0.8753099	0.7801542	0.7936163	0.72194904	0.8388118	0.74902546	0.7942226	0.7061839	0.79798466	0.670372	0.8841635	0.86487705	0.7508403	0.92778194	0.84195304	0.84974104	0.7633889	0.84567076	0.9395016	0.6251776	0.805157	0.49312437	0.79170424	0.84666693	0.88009375	0.923504	0.7319379	0.65814006	0.6673194	0.61083496	0.87883556	0.95432496	0.8316868	0.7220237	0.74397206	0.844455	0.6726842	0.8926308	0.90865445	0.6672616	0.7193247	0.47300512	0.8059492	0.54082304	0.6563842	0.75530356	0.7745607	0.74336106	0.83806	0.78794235	0.7698934	0.8898256
volk_raadpleging/noun	0.7389376	0.91039646	0.9360322	0.9265272	0.90217006	0.97687143	0.8903044	0.8856923	0.896447	0.83644676	0.86186767	0.77550817	0.6864083	0.76708496	0.89730567	0.785434	0.7161759	0.9311496	0.75763464	0.76599556	0.7978362	0.753712	0.9158231	0.95735544	0.941222	0.7596289	0.8673592	0.87546086	0.83420116	0.8509751	0.87396616	0.76077116	0.98365724	0.6930593	0.89824516	0.9272977	0.82035315	0.9414439	0.9565685	0.88819	0.9852658	0.8058465	0.8114804	0.94600785	0.851391	0.8918775	0.92012435	0.7833013	0.8969379	0.778886	0.8844355	0.65619063	0.88311756	0.64126956	0.9049581	0.7458812	0.7844322	0.8222918	0.69553435	0.8950371	0.9212689	0.8863255	0.8867349	0.86182344	0.9746462	0.8978175	0.77526623	0.76161206	0.99507564	0.9697396	0.7976617	0.8635528	0.9396686	0.71941006	0.92687607	0.90232694	0.9000489	0.78080815	0.8876013	0.88730854	0.6658015	0.80913	0.9247253	0.7300782	0.85064983	0.9311792	0.88607377	0.73967797	0.94835895	0.78686845	0.9737385	0.8043605	0.90389633	0.81233406	0.8086688	0.69751316	0.9647163	0.94448096	0.9002735	0.8821361	0.87807876	0.91049105	0.9574045	0.93885833	0.8911025	0.87485874	0.9071594	0.78908503	0.8372981	0.7889397	0.76396817	0.82421744	0.9716647	0.79674655	0.9876877	0.95083773	0.9401768	0.93152297	0.86440474	0.9628289	0.74403787	0.78519297	0.8599072	0.8228676	0.749238	0.8395874	0.9342374	0.8475944	0.83332205	0.7324577	0.7809987	0.8846481	0.88844544	0.815977	0.9943613	0.9075956	0.76733047	0.7195401	0.89659643	0.8084563	0.80740714	0.86876	0.7389692	0.85545874	0.93279105	0.8865569	0.9764567	0.8135605	0.8403955	0.8461344	0.88745403	0.85710704	0.84411174	0.9953901	0.7776284	0.0	0.9209443	0.9282019	0.86559784	0.71826655	0.8044221	0.66291	0.8510486	0.7841569	0.9212168	0.92771846	0.8032108	0.8729474	0.90507615	0.9459053	0.8506366	0.9487581	0.9139588	0.6193923	0.9139615	0.703008	0.70201874	0.779786	0.91493785	0.99101055	0.94878185	0.94993293	0.9544398	0.9214745	0.7131295	0.8934523	0.89064753	0.86752695	0.8516837	0.54107904	0.9675971	0.8881175	0.6937399	0.89152586	0.9774067	0.88391614	0.75611097	0.84579206	0.9736138	0.70599854	0.6668774	0.8724527	0.899119	0.96310157	0.7583418	0.8898799	0.69407594	0.9030814
