	kwetsuur/noun	gezag/noun	voldoende/adv	kom_terug/verb	Amsterdams/adj	cabaretier/noun	ben/verb	samenleving/noun	olie_prijs/noun	thuisploeg/noun	tijdig/adj	36-jarige/adj	onbemand/adj	laat/verb	ziekte/noun	golfer/noun	eveneens/adv	dien/verb	water_kanon/noun	krachtig/adj	enigszins/adv	kerk_toren/noun	Amerikaans/adj	meteen/adv	word/verb	waarschijnlijk/adj	Champions/noun	populatie/noun	lies_blessure/noun	water_kwaliteit/noun	aandeel_beurs/noun	help/verb	vanochtend/adv	democratie/noun	probeer/verb	nauwelijks/adv	wereld_gemeenschap/noun	misstap/noun	meer/adv	rij_richting/noun	tijd/noun	systeem/noun	bevolking_groep/noun	veiligheid/noun	naai/verb	schade/noun	doelman/noun	norm/noun	hart_operatie/noun	goed/adj	woning/noun	wonderbaarlijk/adj	politiek/noun	gemeente/noun	euvel/noun	staat/noun	wegdek/noun	veerkrachtig/adj	snel/adj	onmiddellijk/adj	weeg/verb	verbetering/noun	fiets/noun	geschonden/adj	vervolgens/adv	paars_wit/adj	moet/verb	geloof/noun	licht/adj	schouder_blessure/noun	reputatie/noun	situatie/noun	help_mee/verb	toestand/noun	gebied/noun	kosten/noun	opnieuw/adv	orde/noun	alles/noun	zodanig/adj	onafhankelijkheid/noun	oud/adj	lijk/verb	thuis/adv	afgelopen/adj	verbeter/verb	kliniek/noun	kan/verb	geraakt/adj	patiënt/noun	mogelijk/adj	gebouw/noun	wil/verb	economie/noun	bezoeker/noun	niet/adv	voorlopig/adj	trauma/noun	letsel/noun	eventueel/adj	allicht/adv	reliëf/noun	herneem/verb	beurs_fonds/noun	contract_uur/noun	consumentenvertrouwen/noun	pas_aan/verb	rust/noun	griep_aanval/noun	eer/noun	echter/adv	nog/adv	kiezer/noun	fout_DIM/noun	zuiverheid/noun	fonds/noun	evenwicht/noun	koers_val/noun	oorspronkelijk/adj	spel_maker/noun	breuk/noun	momenteel/adj	middag/noun	contact/noun	zal/verb	stijl/noun	ingreep/noun	lever_in/verb	wat/adv	voet_blessure/noun	effect_beurs/noun	operatie/noun	autonomie/noun	vanmiddag/adv	volk/noun	mede/adv	markt/noun	ere/noun	aan/adj	electrisch/adj	enkel_blessure/noun	gezondheid_probleem/noun	glorie/noun	ploeg/noun	strand/verb	knie_operatie/noun	geleidelijk/adj	helemaal/adv	op_doffer/noun	middenvelder/noun	iets/adv	net/adv	tijdelijk/adj	blijk/verb	maand/noun	weer/adv	leiding/noun	winstwaarschuwing/noun	ziekenhuis/noun	pas/adv	spectaculair/adj	laat/adj	intussen/adv	natuur/noun	opening_fase/noun	opereer/verb	gisterenavond/adv	voldoende/adj	lever/noun	terug/adv	slecht/adj	redelijk/adj	land/noun	vergeef/verb	vrijwel/adv	geloofwaardigheid/noun	geheel/adj	installatie/noun	griep/noun	bilateraal/adj	balans/noun	vanzelf/adv	sars/noun	blessure/noun	traditie/noun	kraan/noun	gisteren/adv	normaal/adj	patiënte/noun	val_partij/noun	dak/noun	termijn/noun	sluit_post/noun	muur/noun	nodig/adj	vertrouwen/noun	volledig/adj	onderhoud/verb
tijdelijk/adj	0.8138828	0.7911632	0.78018814	0.83998364	0.784011	0.956007	0.7651298	0.8796153	0.7704504	0.92390156	0.6198447	0.9690972	0.70813805	0.851992	0.81768847	0.9052373	0.6625294	0.64417255	0.79048824	0.63230294	0.82806146	0.83845764	0.8438514	0.7972426	0.5994373	0.7038528	0.9743588	0.83384717	0.8686738	0.85123587	0.8011744	0.74315876	0.72482246	0.8231851	0.77772737	0.7515431	0.8446435	0.8989917	0.8911952	0.61954486	0.83365345	0.7111672	0.9169283	0.8081392	0.8855097	0.7189646	0.9083884	0.8640405	0.8166589	0.91559863	0.76544684	0.8826974	0.90965	0.72426766	0.72235566	0.8497094	0.67604816	0.9232526	0.6376538	0.6911868	0.77296007	0.73328006	0.8087972	0.90015054	0.7776693	0.92832476	0.6141176	0.9208075	0.73462725	0.867963	0.91620815	0.8162748	0.73469293	0.76333797	0.7716853	0.62132263	0.69120014	0.8457729	0.9397415	0.7536932	0.86224854	0.7257718	0.7363786	0.8827672	0.82967484	0.737746	0.71127945	0.72152275	0.80673194	0.6744377	0.58390653	0.7302499	0.81721437	0.83854854	0.9037349	0.90145683	0.68552005	0.8775757	0.76909864	0.68245393	0.78236043	0.7570338	0.8037362	0.7707773	0.91338974	0.851184	0.6555028	0.8689266	0.9245948	0.9796188	0.724437	0.8123613	0.9438458	0.93317956	0.9220668	0.8092797	0.8982668	0.7956619	0.7863388	0.8744965	0.8105724	0.7211322	0.7802031	0.9380039	0.66003186	0.8230618	0.547159	0.7533763	0.80637026	0.90277773	0.783583	0.6349842	0.83855134	0.76020205	0.89551014	0.67865884	0.8595701	0.84440744	0.8142023	0.65783143	0.8577398	0.7129724	0.92204845	0.88787454	0.9574677	0.85328186	0.72185886	0.85116947	0.95427066	0.8845407	0.86156654	0.94151634	0.0	0.73055243	0.8579416	0.7523834	0.7074323	0.7875459	0.72837144	0.8057439	0.6736108	0.8329902	0.7389215	0.8883562	0.9763349	0.6593337	0.7745815	0.7142596	0.87505966	0.83612514	0.85680044	0.7993744	0.8585262	0.94355536	0.8197914	0.8072813	0.76779103	0.69060767	0.8238278	0.8194563	0.8966564	0.7597693	0.822224	0.82400334	0.84801435	0.64571416	0.8453697	0.749364	0.8185791	0.867877	0.7745714	0.6091667	0.894381	0.8601218	0.67881113	0.9080679	0.6075504	0.8368443
blijk/verb	0.71886456	0.87457454	0.84549433	0.591846	0.8110613	0.95455986	0.3857476	0.8059766	0.73970944	0.7635727	0.70412606	0.8213105	0.92627305	0.70661235	0.70288837	0.8870007	0.7307392	0.7806871	0.89591765	0.69323266	0.76892686	0.96679944	0.7440666	0.7395327	0.7304697	0.6267491	0.85567486	0.7458337	0.7530785	0.73223627	0.7538922	0.75806326	0.80630475	0.9112087	0.6927495	0.6697233	0.8473177	0.8006744	0.75497735	0.89936817	0.6197351	0.8084832	0.82572365	0.73525244	0.92122024	0.79318476	0.7688695	0.83428484	0.7188171	0.76342505	0.934021	0.765093	0.87378764	0.91365653	0.7431855	0.8841528	0.88826716	0.8969958	0.64436316	0.76551664	0.6505432	0.67649657	0.9101299	0.8044077	0.80143195	0.84128743	0.7687948	0.82050896	0.6398821	0.774884	0.8908984	0.7974594	0.94287217	0.76806444	0.74004406	0.81709933	0.6246346	0.76447725	0.8458792	0.6632292	0.94893986	0.8465607	0.5150372	0.8341398	0.78434	0.6640353	0.8107038	0.69735694	0.84945333	0.71153295	0.6888498	0.9155027	0.82248205	0.6125366	0.79988396	0.68926585	0.5567094	0.8562733	0.7402861	0.72455084	0.8285348	0.9161787	0.73064065	0.8266169	0.92795205	0.7032991	0.82857656	0.75926983	0.7731137	0.9264029	0.54564893	0.63863057	0.7651519	0.8021626	0.95624626	0.7720866	0.80530083	0.8536508	0.90001494	0.8752098	0.7456012	0.8189354	0.75250745	0.8626911	0.6994472	0.9197716	0.69117785	0.8082368	0.8279296	0.82662076	0.7901059	0.68789375	0.8946223	0.7903706	0.80491185	0.7407343	0.7784139	0.9511637	0.905609	0.9199475	0.6993337	0.7879772	0.96342784	0.6826434	0.7871524	0.8278303	0.83208597	0.7889404	0.7576982	0.88160896	0.62394106	0.76601756	0.73055243	0.0	0.6945609	0.6809536	0.8848079	0.73099244	0.6513528	0.6982327	0.68205154	0.7789339	0.67833006	0.6507263	0.85898346	0.7078754	0.85267735	0.6548509	0.79025984	0.78875667	0.71719503	0.6747874	0.79078627	0.8877686	0.70433164	0.89407367	0.7389847	0.8516396	0.7732404	0.91441035	0.7957442	0.80823195	0.7782966	0.79357386	0.90796	0.85998553	0.83550143	0.63244295	0.77239484	0.8029418	0.9371856	0.7291329	0.8948573	0.8847414	0.75779754	0.71337974	0.7433778	0.91380244
maand/noun	0.77687955	0.95776725	0.80779064	0.6196481	0.8307068	0.9778843	0.7678387	0.9790652	0.5761864	0.874379	0.7520353	0.8733696	0.96664274	0.84773934	0.884018	0.8684553	0.69879735	0.8953688	0.9835872	0.89921635	0.7886255	0.9665233	0.69850653	0.9101987	0.80727684	0.6141279	0.89791137	0.9158997	0.77766407	0.95935184	0.7875197	0.8742571	0.69345355	0.9809969	0.91267	0.6724361	0.9464018	0.96108556	0.86196357	0.93940043	0.49621648	0.9310739	0.9536252	0.9613923	0.9372887	0.9428757	0.7024704	0.96092933	0.8191389	0.9396133	0.9515332	0.9093971	0.9696869	0.97991157	0.8631376	0.9827762	0.9530002	0.9700309	0.8596869	0.90337217	0.6729448	0.8636209	0.84149206	0.87403995	0.77874625	0.9481849	0.6778394	0.9774339	0.6498335	0.7912044	0.97070885	0.89691794	0.8651448	0.89859444	0.94155455	0.8770875	0.54326487	0.90550536	0.93997353	0.8710809	0.9756859	0.83925986	0.67112565	0.83904916	0.5019452	0.8111831	0.9282807	0.8539762	0.85673183	0.8356049	0.83706695	0.9370786	0.939728	0.7221718	0.9513336	0.93617594	0.668183	0.93871874	0.80163753	0.8452337	0.5922493	0.9761799	0.5912395	0.7389858	0.875445	0.68894815	0.9454216	0.78409725	0.8289594	0.9383147	0.7825404	0.7450396	0.93962836	0.9584323	0.98738635	0.7108884	0.92788744	0.73114806	0.9403272	0.7899895	0.8090816	0.6081715	0.73852974	0.94706416	0.7815961	0.94248164	0.71925086	0.7584624	0.7900397	0.8088577	0.8272185	0.75052345	0.97686195	0.7654761	0.98628056	0.6899632	0.70993555	0.93675476	0.8436278	0.9855014	0.81096214	0.87326753	0.8804693	0.9020281	0.86334085	0.77072346	0.851471	0.8155736	0.934176	0.5693394	0.71206987	0.7410089	0.8579416	0.6945609	0.0	0.604164	0.9373645	0.61308986	0.736158	0.50273776	0.7984901	0.6953613	0.7408969	0.9631146	0.9618882	0.74522746	0.8174031	0.7697511	0.941652	0.6144835	0.77742743	0.8046836	0.92534363	0.966408	0.74284714	0.94810784	0.88093704	0.9784548	0.70390105	0.9398019	0.8949378	0.9243397	0.9680523	0.66227496	0.9191081	0.9537966	0.5705085	0.79085016	0.85400355	0.8118851	0.972365	0.8065202	0.85777533	0.96678555	0.84372133	0.78562164	0.70885134	0.97301126
weer/adv	0.7416167	0.7654284	0.7863705	0.5584436	0.7919318	0.90577835	0.58308816	0.79890394	0.687009	0.6208925	0.6811378	0.88286453	0.9243489	0.6520878	0.7764902	0.8170901	0.68825424	0.6781866	0.82922685	0.74213606	0.57652783	0.90769285	0.78264594	0.75191575	0.61613333	0.59637094	0.8250181	0.7110441	0.7667795	0.90389895	0.7952991	0.76864415	0.7192391	0.8000281	0.60809815	0.6571634	0.8453412	0.8016269	0.6671556	0.83870864	0.5970618	0.83333474	0.8259606	0.7654558	0.76144004	0.8131832	0.71940196	0.7838572	0.7888382	0.69703966	0.9448716	0.78651226	0.8442391	0.9457096	0.6522536	0.88848555	0.8706267	0.7182391	0.61603504	0.72832495	0.68037736	0.8196409	0.72435176	0.7694782	0.6290198	0.75811285	0.55110013	0.82019025	0.6336956	0.7639115	0.7427074	0.768648	0.77941406	0.7962514	0.8438834	0.84055316	0.33901703	0.6755198	0.6061225	0.7617923	0.92594486	0.56697947	0.5149498	0.62451214	0.67743886	0.7412913	0.8653323	0.69725263	0.65316045	0.81650853	0.6983154	0.81833005	0.70960474	0.684549	0.7426988	0.7067226	0.64686257	0.81497324	0.84011626	0.83193815	0.62382865	0.8746436	0.5138829	0.82217264	0.7629864	0.6919646	0.77243865	0.60713863	0.7335813	0.69990146	0.6413348	0.57527804	0.7653463	0.8154526	0.83336633	0.67731375	0.64653444	0.7191479	0.7135537	0.7422753	0.82109886	0.67644435	0.6399231	0.9134242	0.6098929	0.8053037	0.7831889	0.70638037	0.5853915	0.81302524	0.77513623	0.76497376	0.8635163	0.643659	0.88863903	0.7307075	0.6746881	0.6376693	0.6529125	0.8897136	0.71236885	0.83561105	0.63706315	0.66714287	0.85842884	0.7060889	0.6038434	0.6300771	0.71818054	0.6864812	0.6696824	0.5645373	0.7523834	0.6809536	0.604164	0.0	0.8799523	0.75898546	0.77843153	0.47674578	0.77248573	0.61802757	0.63576156	0.65980947	0.7786609	0.7509277	0.7736783	0.69292855	0.8061563	0.40061378	0.7808717	0.6522664	0.78783494	0.8133627	0.6486686	0.79813695	0.7489528	0.9060366	0.7010033	0.8828771	0.6968607	0.5824492	0.86515176	0.6281334	0.6771818	0.7842847	0.66917	0.597695	0.86645794	0.7743157	0.9008162	0.7231331	0.8754419	0.91224587	0.7302136	0.5778556	0.6904498	0.921123
leiding/noun	0.82862383	0.77291095	0.7901614	0.9097835	0.93382984	0.9094196	0.87951595	0.8394	0.8457905	0.8369093	0.9176401	0.9356794	0.59009176	0.77908283	0.9199969	0.85322523	0.8319566	0.809424	0.78214306	0.68361276	0.834857	0.91830796	0.8704521	0.8167991	0.71343935	0.76639014	0.78676045	0.9150979	0.93774164	0.918626	0.8403815	0.84058213	0.86883056	0.9003224	0.78027314	0.8926502	0.83609295	0.89334315	0.87262547	0.9197387	0.91866493	0.72542644	0.9194839	0.8800267	0.88561696	0.86756635	0.8335469	0.9167181	0.91576785	0.80826765	0.82744896	0.8886752	0.8333335	0.91557246	0.76916337	0.89744544	0.8585362	0.9669919	0.8855956	0.81662846	0.91570884	0.9404328	0.714597	0.8501221	0.7778616	0.8252521	0.81558275	0.92507184	0.85405326	0.87463224	0.894994	0.8766865	0.89259064	0.8595231	0.87416923	0.8872627	0.8218315	0.72338676	0.9603129	0.80000573	0.92305636	0.85708725	0.8075723	0.9218083	0.9600647	0.95677334	0.7209905	0.8540519	0.76257366	0.83686996	0.86698896	0.80267876	0.9471237	0.8696909	0.86175025	0.9159526	0.8886847	0.84925824	0.8405346	0.7610513	0.8467152	0.88923097	0.8502963	0.8851436	0.8541455	0.9195534	0.9189235	0.8294509	0.9202299	0.9226738	0.78189504	0.8359082	0.8594305	0.8459547	0.9351695	0.9404117	0.81459236	0.9430693	0.9296207	0.773927	0.79038763	0.86742604	0.8605727	0.83680546	0.86251193	0.78646004	0.7619788	0.86015475	0.8577907	0.79293114	0.92476803	0.75285137	0.9325592	0.8992439	0.8972699	0.810472	0.8890725	0.9141697	0.8683045	0.58753765	0.8125006	0.7121462	0.9255989	0.7912184	0.804113	0.8805861	0.85844505	0.8777128	0.79364955	0.8687406	0.90925175	0.87162405	0.7074323	0.8848079	0.9373645	0.8799523	0.0	0.9015845	0.8290266	0.8918977	0.8433498	0.9096176	0.8869782	0.9534753	0.87926555	0.7912934	0.7478214	0.80405045	0.8337744	0.8859706	0.8916371	0.89597154	0.9190394	0.8815415	0.85018885	0.7904677	0.82891905	0.588321	0.9093148	0.8394761	0.82973224	0.81824684	0.8975719	0.783243	0.78545964	0.5363438	0.86516047	0.9013031	0.8847403	0.85361934	0.6513542	0.9023453	0.92785937	0.7895904	0.7056436	0.85525215	0.76110595	0.8836239
winstwaarschuwing/noun	0.92737055	0.9213553	0.88439965	0.89715946	0.38320625	0.9344955	0.8557005	0.8926715	0.3446843	0.95970094	0.75667644	0.912984	0.86418295	0.8351909	0.9155657	0.6647855	0.60415846	0.87118745	0.8662681	0.8515991	0.65820104	0.97728705	0.4910751	0.8832875	0.8510751	0.81717026	0.85619503	0.86293447	0.8670051	0.94345766	0.3127436	0.86239076	0.34217322	0.90570515	0.89800435	0.7190902	0.83855706	0.9677795	0.9414682	0.9604074	0.83889556	0.91505516	0.9502936	0.9289421	0.956133	0.9145894	0.9575026	0.95599496	0.94656473	0.91518044	0.91350156	0.9081441	0.89277524	0.93396044	0.87637055	0.86485434	0.9208812	0.95463145	0.90548706	0.8475514	0.7192692	0.86870766	0.95162886	0.79260814	0.7962768	0.88249576	0.8064349	0.94212407	0.7434613	0.9124419	0.92022604	0.85802555	0.70587575	0.89756286	0.9711337	0.8986283	0.6893981	0.921068	0.9108151	0.88495755	0.9643863	0.9476675	0.779659	0.8290925	0.44174445	0.8499299	0.9576592	0.8892076	0.81537575	0.937701	0.8981777	0.90515643	0.873803	0.6031425	0.9678001	0.90284085	0.8334334	0.9765652	0.9691529	0.8376496	0.838758	0.9498438	0.8631845	0.27719617	0.8974228	0.5185313	0.9121897	0.9484576	0.87528	0.97094405	0.8086858	0.87134767	0.87931335	0.9592453	0.976426	0.29939657	0.9028089	0.33689272	0.97880197	0.89463466	0.9769389	0.8404776	0.74079525	0.9687937	0.83171976	0.9322213	0.9566753	0.3622027	0.8617977	0.8290348	0.27540463	0.8922366	0.9455268	0.6274309	0.90314734	0.6679307	0.44106257	0.92816585	0.9409629	0.9438153	0.80782664	0.8634896	0.94822586	0.9226001	0.8265041	0.91372335	0.8150251	0.92530113	0.91782814	0.90949243	0.6847979	0.94184405	0.7875459	0.73099244	0.61308986	0.75898546	0.9015845	0.0	0.93644416	0.85511154	0.7220708	0.83212304	0.8110778	0.9662179	0.9386296	0.7950713	0.9400679	0.87068903	0.8772212	0.895813	0.690724	0.8339342	0.878533	0.9861869	0.6490287	0.9237287	0.883733	0.9156219	0.85027206	0.9487614	0.893617	0.93763673	0.8907815	0.8748997	0.92644435	0.9219547	0.463243	0.89460516	0.96051115	0.929507	0.944113	0.8521431	0.9112984	0.99655104	0.89825106	0.79007924	0.91573167	0.9449013
ziekenhuis/noun	0.596804	0.89821327	0.75207114	0.6825577	0.90334284	0.93329906	0.79319096	0.9118936	0.92998874	0.9196439	0.7254373	0.78477985	0.94501895	0.72646743	0.53654474	0.9071622	0.72403705	0.73643196	0.95272595	0.9002653	0.89500284	0.95207685	0.87259907	0.8864654	0.65748006	0.63294405	0.94893175	0.92653465	0.64057386	0.9560184	0.9258675	0.67919004	0.8862366	0.9663623	0.8684116	0.8399632	0.9441617	0.92740786	0.94333047	0.8593617	0.856252	0.90569377	0.9489367	0.86277014	0.6948211	0.79386216	0.76230633	0.94395846	0.46097362	0.95842975	0.8779624	0.7798479	0.93700135	0.89354694	0.8357805	0.9694688	0.78685623	0.92833513	0.8241188	0.7898511	0.76805484	0.79287744	0.86489314	0.95390177	0.7678073	0.91162	0.6407963	0.96023625	0.61561406	0.64504004	0.97688365	0.82723486	0.9316254	0.5579779	0.7834313	0.80115145	0.69400173	0.942211	0.9326098	0.77789456	0.98143905	0.85965276	0.7299106	0.70624393	0.8448012	0.7841847	0.37625337	0.7985949	0.91364837	0.38609713	0.70291024	0.8642649	0.95327157	0.828603	0.93065315	0.92654294	0.756961	0.69849885	0.49616367	0.69234884	0.7179207	0.91792893	0.68647146	0.88587457	0.84168446	0.9323988	0.90996206	0.87035197	0.8651108	0.9678681	0.8367068	0.80868316	0.91219765	0.9448667	0.92937243	0.8813949	0.9440273	0.940855	0.882961	0.77115023	0.504228	0.6245825	0.78314894	0.90922076	0.8344379	0.89354825	0.4388404	0.87210083	0.9121205	0.71755517	0.88805175	0.37413824	0.89232314	0.8345907	0.9191208	0.80764806	0.8807804	0.9735281	0.86026675	0.9507629	0.692892	0.6716121	0.9711803	0.9017171	0.9233	0.86368394	0.8968491	0.8960642	0.9364208	0.678807	0.91156596	0.7857318	0.72837144	0.6513528	0.736158	0.77843153	0.8290266	0.93644416	0.0	0.70664185	0.8601687	0.9002216	0.7221681	0.88237035	0.9005833	0.43752062	0.7585603	0.760023	0.6268207	0.6822949	0.8626517	0.833674	0.86411667	0.93382096	0.8473896	0.9198513	0.8272948	0.9349065	0.66469944	0.93606603	0.915439	0.9399712	0.65226686	0.68297136	0.9187675	0.86789167	0.80315185	0.71559775	0.32295448	0.6123456	0.9288305	0.8285734	0.90361696	0.8869614	0.75052345	0.9089038	0.7196982	0.910023
pas/adv	0.57405216	0.8855193	0.6926003	0.44178683	0.89161545	0.9441548	0.75066614	0.9559819	0.7900436	0.62736523	0.62962365	0.8287703	0.9189144	0.67590195	0.7390361	0.9050308	0.69925606	0.76326054	0.89594334	0.8213848	0.76506543	0.9158683	0.9466358	0.7386857	0.640159	0.49480045	0.77867913	0.84344304	0.57463294	0.96767604	0.8860789	0.853718	0.83537966	0.96066654	0.82501	0.6586838	0.93972707	0.82559747	0.75354236	0.85075897	0.5719372	0.88996446	0.9452217	0.8969342	0.8532646	0.8694384	0.50671124	0.96570605	0.80616915	0.86920863	0.9397318	0.8233503	0.9611718	0.9409688	0.7432581	0.9730608	0.9191805	0.89499044	0.7091353	0.77802384	0.8488294	0.89644825	0.82534355	0.9150693	0.7223778	0.82848	0.6744764	0.9657797	0.5920124	0.5845708	0.9681321	0.8954798	0.9125794	0.831541	0.90522134	0.822315	0.4537024	0.79292524	0.86851895	0.88840145	0.93234485	0.7406679	0.62184215	0.6459774	0.72738373	0.9036769	0.8880718	0.7575989	0.82208455	0.83231443	0.8144143	0.9561788	0.86766624	0.86328346	0.72302663	0.80157125	0.6114886	0.88373387	0.68564284	0.8470162	0.52527344	0.92805374	0.53920174	0.9028623	0.6555127	0.8701797	0.8808817	0.583605	0.66395354	0.9076894	0.7006512	0.52095515	0.9507052	0.8716711	0.9365066	0.8589921	0.7426535	0.8768674	0.8329121	0.73595726	0.7329695	0.6345708	0.55555356	0.9587979	0.61559415	0.9589695	0.742008	0.8545878	0.6608579	0.6239271	0.83022344	0.61654377	0.9217559	0.74571246	0.98328507	0.8184706	0.8595055	0.8888597	0.7217653	0.97766864	0.55605525	0.72944117	0.8062874	0.73297334	0.76754814	0.5950135	0.63715875	0.65991664	0.75776863	0.5381485	0.8013647	0.5281894	0.8057439	0.6982327	0.50273776	0.47674578	0.8918977	0.85511154	0.70664185	0.0	0.8737636	0.46768665	0.6903	0.87760025	0.8469553	0.677596	0.7128974	0.6925254	0.849433	0.5038477	0.9157197	0.77422965	0.92311937	0.89749575	0.76868653	0.93460774	0.8528852	0.9392824	0.5769038	0.86183274	0.74617016	0.72294503	0.85705966	0.49456066	0.89058006	0.83079994	0.7139255	0.63448143	0.83913636	0.6653024	0.9532394	0.7734158	0.8484435	0.9453597	0.7912741	0.8718487	0.6536449	0.9720319
spectaculair/adj	0.6900972	0.91117585	0.9108975	0.87592775	0.80679965	0.9859195	0.7583712	0.8937363	0.6895293	0.807037	0.7356347	0.9484684	0.9177994	0.7760442	0.8344056	0.84996325	0.7931255	0.8058253	0.93400097	0.75340164	0.59535587	0.9372907	0.80587655	0.691183	0.8331537	0.7996256	0.95005363	0.8012963	0.89844215	0.6055027	0.73065495	0.81542546	0.7335839	0.8466779	0.77639014	0.68022174	0.9507333	0.939277	0.9369264	0.9042137	0.8507495	0.8521671	0.9362646	0.7181466	0.8561568	0.6928705	0.8265214	0.85961634	0.8988317	0.7566708	0.86920375	0.7938094	0.93413943	0.92614776	0.79919374	0.9057093	0.75263095	0.9510158	0.66362834	0.75675184	0.8489197	0.7122712	0.8068162	0.9040203	0.8211481	0.9040257	0.8270899	0.9398518	0.7191782	0.7928006	0.8212422	0.7024337	0.81226206	0.7310405	0.8004885	0.8050487	0.79192317	0.93225724	0.93663466	0.77149594	0.9671964	0.7738748	0.6291491	0.9580284	0.69519114	0.69605064	0.8427446	0.801969	0.8640655	0.84120506	0.7574933	0.8302478	0.8993307	0.7758572	0.730654	0.9266026	0.7878046	0.869334	0.80925715	0.80499256	0.8930271	0.8641941	0.8864894	0.73639274	0.9704647	0.71917516	0.8242761	0.8135354	0.8448906	0.79200685	0.7982267	0.80269766	0.92216176	0.9191837	0.9587828	0.7550575	0.8354356	0.77226937	0.8265503	0.94662994	0.8482318	0.904392	0.8001191	0.9298158	0.8321705	0.82873046	0.7193489	0.8415266	0.73485565	0.94460857	0.7885616	0.81054723	0.9284127	0.8401687	0.9630611	0.6363077	0.681265	0.94094366	0.9204903	0.8716521	0.8496021	0.87427354	0.90265167	0.8163383	0.82319206	0.87729764	0.7334459	0.86156845	0.935191	0.9183279	0.7010378	0.84341586	0.6736108	0.68205154	0.7984901	0.77248573	0.8433498	0.7220708	0.8601687	0.8737636	0.0	0.7967354	0.7209985	0.75137824	0.81623286	0.78144854	0.85967183	0.71929705	0.9546803	0.8763376	0.7150451	0.63126075	0.8759935	0.9660452	0.84317315	0.8381102	0.81633157	0.7802534	0.9550899	0.85791564	0.83966684	0.8113524	0.9587453	0.7975981	0.92182684	0.78825074	0.7090931	0.8405739	0.93075556	0.837072	0.86821145	0.6705483	0.9300449	0.9031425	0.66427404	0.8138419	0.78018534	0.88966197
laat/adj	0.7656312	0.95324373	0.82968694	0.7179629	0.9262558	0.9357031	0.7983331	0.9801432	0.75846505	0.7697006	0.794767	0.8596867	0.95646465	0.8094431	0.8437748	0.9454117	0.8014492	0.86892915	0.9531602	0.87655604	0.8221433	0.9280649	0.92293847	0.8357333	0.7183628	0.6465763	0.8302001	0.91050154	0.7871499	0.90406764	0.8105156	0.8914686	0.75703496	0.96696025	0.81737125	0.7356212	0.93501055	0.8681975	0.73314327	0.880419	0.6655376	0.95358616	0.9573438	0.9255489	0.81957203	0.8722811	0.79103434	0.93462014	0.82383895	0.81711805	0.96648544	0.93425655	0.95187926	0.9578115	0.7856081	0.990725	0.9287478	0.8002885	0.7470753	0.86219144	0.842821	0.90863913	0.8672216	0.8479866	0.75150096	0.7800849	0.8060813	0.95353013	0.84061843	0.7205955	0.8325743	0.9041225	0.8849703	0.8785582	0.9371005	0.9070864	0.6845579	0.86745346	0.8659427	0.91582614	0.96812	0.77184004	0.712193	0.7006171	0.5562949	0.86594373	0.9365434	0.7633869	0.81310487	0.9154943	0.8783243	0.98465997	0.8584626	0.9162231	0.80333614	0.86216354	0.812956	0.9002133	0.8047807	0.8460311	0.7493953	0.9058277	0.7646968	0.8918323	0.8553132	0.75824213	0.8720939	0.7500465	0.78421646	0.85199785	0.6504814	0.5463089	0.9364283	0.85381085	0.96493554	0.84081906	0.83802843	0.8329085	0.88490057	0.8962698	0.89128816	0.8868675	0.5804075	0.94614834	0.675734	0.9329179	0.89553225	0.84105486	0.74605906	0.7757724	0.8704127	0.80206394	0.94320893	0.7105521	0.9448246	0.80791473	0.8686862	0.93151355	0.74955386	0.96618056	0.6534933	0.86277	0.75279695	0.8465157	0.7546314	0.63367736	0.731756	0.778445	0.83203095	0.86276627	0.80196655	0.653713	0.8329902	0.7789339	0.6953613	0.61802757	0.9096176	0.83212304	0.9002216	0.46768665	0.7967354	0.0	0.76590776	0.89801323	0.8423777	0.8095269	0.7080216	0.79877627	0.9200908	0.74843764	0.8640024	0.9094093	0.90693617	0.92614985	0.87054396	0.91979593	0.9209516	0.94233197	0.84547853	0.9491677	0.77081144	0.7425028	0.8754491	0.6642255	0.922574	0.86887026	0.6822145	0.7357928	0.9178613	0.8727383	0.97226673	0.78381395	0.8429231	0.9570762	0.8347108	0.81101656	0.8835516	0.96172005
