	beleef/verb	opdracht/noun	verhouding/noun	rook/noun	speler/noun	wieler_sport/noun	vorm/verb	selecteer/verb	soms/adv	ben/verb	spier_pijn/noun	Hilversums/adj	behoorlijk/adj	heb/verb	dring_binnen/verb	buurt/noun	oppervlak/noun	discipline/noun	provincie_raad_lid/noun	stress/noun	vind/verb	list/noun	golfplaat/noun	smerig/adj	sterk/verb	zwem/verb	gewoon/adj	angst/noun	overigens/adv	pijn/noun	zo/adv	vooral/adv	dag/noun	nauwelijks/adv	oorlog_ervaring/noun	minder/adj	voeg_toe/verb	werkelijk/adv	hitte/noun	meer/adv	hier/adv	systeem/noun	sla/verb	zeg/verb	ga_door/verb	vuiligheid/noun	lucht/noun	laag/adj	duur/adv	jeugd/noun	snel/adj	stank/noun	fiets/noun	stel_uit/verb	alleen/adv	blijkbaar/adj	sociaal/adj	haast/adv	student/noun	verdriet/noun	moet/verb	zeer/adv	jarenlang/adj	buiten/adv	mentaal/adj	week/adj	maar/adv	draai/verb	simpelweg/adv	thuis/adv	kan/verb	eerst/adv	fiets/verb	verlokking/noun	er/adv	vooruitzicht/noun	eigenlijk/adj	wellicht/adv	bezoeker/noun	huid/noun	niet/adv	vervolg/noun	dan/adv	eenmaal/noun	luid/verb	gevormd/adj	verspreid/verb	nog/adv	werk/noun	moreel/adj	waterput/noun	rest/verb	zaak/noun	meestal/adv	wenk/verb	duik_op/verb	slijp/verb	reuk/noun	daar/adv	werk_omstandigheid/noun	overlast/noun	geur/noun	wijs_uit/verb	even/adj	verschrikkelijk/adj	2001/noun	in_activiteit/noun	minstens/adv	teen/noun	kern/noun	schaar/verb	kaas/noun	operatie/noun	inmiddels/adv	beetje/noun	evengoed/adv	weer/noun	betref/verb	makkelijk/adj	verleden/noun	bijna/adv	vrolijk/adj	wel/adv	vaak/adj	zeeman/noun	professioneel/adj	karakter/noun	droog/verb	toch/adv	train/verb	Koreaan/noun	gips/noun	geheel/noun	strijd/noun	rijp/verb	omtrek/noun	katalysator/noun	helemaal/adv	pupil/noun	net/adv	blijk/verb	maand/noun	extern/adj	weer/adv	moeilijk/adj	extreem/adj	beslotenheid/noun	louter/adj	alleen/adj	intussen/adv	anders/adj	monotoon/adj	sprong/noun	echt/adv	verander/verb	fit/adj	voldoende/adj	verkeer/noun	water/noun	amper/adv	daglicht/noun	kind/noun	afloop/noun	leven/noun	langer/adv	bloem/noun	ziel/noun	stilte/noun	week/noun	leeftijd/noun	sloop/adj	concurrentie/noun	toerist/noun	huid_ziekte/noun	val/verb	coach/noun
blijk/verb	0.8151376	0.8550158	0.8622732	0.8667264	0.7626622	0.9244274	0.84131646	0.8328999	0.69161034	0.38152218	0.7873665	0.9019058	0.673044	0.6100873	0.8671258	0.88628525	0.80387414	0.8472781	0.903008	0.76733536	0.61177266	0.9685472	0.8503067	0.8312991	0.88854206	0.8526681	0.8870043	0.8538877	0.7547783	0.8162159	0.7371708	0.79120934	0.9044514	0.8301701	0.7846272	0.74687296	0.88921374	0.7833437	0.7923423	0.8201337	0.7785117	0.8087343	0.7378874	0.7638016	0.788714	0.8701296	0.7891567	0.80890906	0.80766654	0.8979367	0.691138	0.8219204	0.84047675	0.8556379	0.7890099	0.51466477	0.8337223	0.84231097	0.83040726	0.9052689	0.7906736	0.6481154	0.94925886	0.7756205	0.6913298	0.8079165	0.7569004	0.68277085	0.86482424	0.69858134	0.702891	0.85467494	0.83044696	0.88217145	0.6691452	0.79382926	0.7530623	0.62939256	0.810414	0.7575965	0.7081573	0.91216195	0.71089524	0.78365	0.77553624	0.79872763	0.77990985	0.60711753	0.7667763	0.90588355	0.9091389	0.7574322	0.84869033	0.6935848	0.9057936	0.6030457	0.86013407	0.84979117	0.7710547	0.70990545	0.8281143	0.8234674	0.6112885	0.7904539	0.7411332	0.90962726	0.7138715	0.68502176	0.8056561	0.79726845	0.7434902	0.95862067	0.79428047	0.849365	0.84678465	0.9425227	0.80002105	0.81000775	0.7089534	0.8106022	0.72920424	0.8326548	0.64207995	0.5994277	0.879945	0.80277	0.8597894	0.7825139	0.6868919	0.6685848	0.7979569	0.7873012	0.84227943	0.8513348	0.7186594	0.9138988	0.81982285	0.6648507	0.89234334	0.5662397	0.0	0.8840967	0.81273985	0.69697237	0.7302202	0.7516545	0.92634606	0.83850574	0.8255373	0.85568094	0.7912563	0.86511105	0.85546714	0.8086498	0.65375483	0.5956527	0.7188548	0.82220846	0.78204644	0.816494	0.7332454	0.78311944	0.880334	0.8393994	0.7526377	0.91217136	0.9088762	0.9365444	0.8793689	0.7868795	0.76416844	0.72245073	0.7920646	0.7536569	0.7238173	0.8405794
maand/noun	0.82294244	0.8815256	0.9669166	0.9899097	0.7528929	0.9176658	0.9586154	0.9205857	0.8618553	0.8296723	0.8597096	0.8649912	0.7821347	0.8977107	0.9742343	0.9732134	0.9438937	0.8615001	0.95147794	0.77201104	0.9807422	0.9686232	0.91549754	0.9284256	0.94269824	0.8861524	0.9296302	0.9574635	0.90545666	0.876115	0.8280554	0.92210114	0.35605127	0.82750475	0.93574107	0.843672	0.9761698	0.9999134	0.87297523	0.9195528	0.8515266	0.9511148	0.95113385	0.9967181	0.90471184	0.95179015	0.9606889	0.8975848	0.8696281	0.8234198	0.86159474	0.93502325	0.8387799	0.60902923	0.9195811	0.9132552	0.8580803	0.892358	0.90178335	0.89357793	0.70219207	0.93487895	0.6560178	0.90157545	0.8328742	0.7691666	0.8674642	0.9115786	0.92776066	0.84049594	0.8463561	0.78781235	0.88960296	0.9446321	0.74178576	0.8450516	0.90587515	0.63367736	0.703282	0.983956	0.9594819	0.9633121	0.826405	0.7096425	0.9317164	0.91686845	0.9833178	0.67685413	0.82543445	0.85167253	0.9547165	0.80355436	0.86441725	0.9094778	0.91386193	0.90116525	0.88560194	0.98875916	0.8535315	0.8011774	0.9550129	0.9747294	0.73332566	0.65801215	0.9480748	0.6832185	0.57016134	0.48264313	0.8780823	0.7508366	0.8598063	0.86306816	0.46731323	0.85993934	0.93952847	0.80908203	0.83324885	0.9757598	0.89276874	0.94713086	0.6637197	0.8586105	0.9376208	0.84964806	0.92154527	0.9537767	0.88963443	0.80489045	0.8310689	0.6250119	0.91509354	0.50063676	0.93820924	0.80078727	0.85273707	0.9829108	0.9133017	0.9002526	0.93455505	0.848802	0.8840967	0.0	0.96911174	0.677107	0.90907145	0.97118294	0.9568069	0.9106713	0.9205653	0.7302048	0.92603064	0.830903	0.8488424	0.97648	0.8972671	0.63252854	0.7355001	0.9444987	0.91866803	0.6962565	0.9028555	0.9360812	0.81290334	0.9040696	0.8851483	0.98808444	0.8787658	0.84963566	0.15970987	0.8016263	0.8389251	0.83343565	0.90323824	0.8891869	0.83596486	0.9163313
extern/adj	0.9610318	0.6691539	0.9145367	0.8539912	0.7505342	0.8385289	0.80829924	0.60451484	0.79373384	0.74644595	0.94953895	0.9909921	0.8236021	0.7727874	0.8785594	0.87431186	0.91787076	0.7391485	0.9685435	0.81337285	0.9218614	0.9589415	0.9900947	0.74916255	0.8515666	0.913558	0.8762824	0.87930155	0.7851285	0.9136564	0.8927719	0.71921086	0.9603764	0.8892546	0.9677502	0.88322526	0.8879403	0.97351015	0.87937737	0.88343364	0.8712462	0.6811085	0.9094217	0.9930246	0.86666334	0.8316781	0.9107864	0.8658688	0.7737587	0.94915646	0.91294974	0.7083001	0.9585937	0.8062815	0.88642347	0.857986	0.70215183	0.7660985	0.69332534	0.93441063	0.6781111	0.7936447	0.90644926	0.9303227	0.7933532	0.92753005	0.87988245	0.8163574	0.86126447	0.8644303	0.8639095	0.84492457	0.9297272	0.92504585	0.7925131	0.9111909	0.91241837	0.8131313	0.9645129	0.96049255	0.867564	0.9068427	0.8819535	0.9387332	0.7912336	0.8864184	0.81040984	0.92725044	0.7721867	0.82692754	0.8963219	0.8751186	0.84438366	0.7649442	0.84028864	0.77290946	0.9403427	0.8889719	0.9106317	0.8979479	0.76767445	0.8216091	0.6924961	0.92054284	0.85448927	0.98523533	0.8982742	0.9022322	0.948413	0.8114558	0.9238162	0.87750256	0.7999121	0.74328864	0.91444063	0.7884227	0.8834667	0.7040185	0.80534863	0.8231251	0.92890465	0.91969734	0.8081049	0.8629804	0.96099335	0.689024	0.7952608	0.9518647	0.90408385	0.8812604	0.91431653	0.94569427	0.87928206	0.87144345	0.87670135	0.9063288	0.5141221	0.92216855	0.90209764	0.98152477	0.81273985	0.96911174	0.0	0.95786214	0.76713526	0.8452116	0.9158011	0.67249084	0.737966	0.7650199	0.8685117	0.84951484	0.8936852	0.82667255	0.79668057	0.8736381	0.8294174	0.82845235	0.9259369	0.9288402	0.9449862	0.8970618	0.8656591	0.88177407	0.79498804	0.9172354	0.97754526	0.89518	0.94039595	0.81302714	0.8031328	0.76969934	0.85108453	0.91486734	0.9543325	0.8582237
weer/adv	0.7279659	0.9199611	0.94400126	0.86282873	0.707327	0.8227993	0.9107153	0.8011183	0.663591	0.6025152	0.7487434	0.8223923	0.63828766	0.7750548	0.85303646	0.854367	0.8412531	0.8354684	0.94274294	0.7382393	0.8199827	0.89697903	0.9324687	0.8318199	0.8726073	0.62602806	0.59485084	0.8842952	0.8488561	0.77795243	0.7274215	0.790122	0.6009599	0.7460704	0.975784	0.73500264	0.83945847	0.77101755	0.8117166	0.7761345	0.6034136	0.8703395	0.84049183	0.8784062	0.6566611	0.8870943	0.8113736	0.9446238	0.82006043	0.8169499	0.6908619	0.877475	0.62650335	0.7601112	0.75760996	0.7660118	0.88268626	0.642245	0.88333625	0.8743948	0.6180192	0.87304884	0.7913872	0.69754064	0.76071155	0.7833285	0.7030585	0.66371995	0.8219807	0.6926447	0.6689265	0.6469514	0.56878215	0.8349503	0.67321324	0.81486464	0.6954137	0.5215535	0.8066609	0.87525433	0.7093559	0.9357798	0.5727645	0.5542693	0.85725266	0.82640404	0.86998177	0.578505	0.7272756	0.9135325	0.9347127	0.7983365	0.74929357	0.6297275	0.77972984	0.7267205	0.76270103	0.88944924	0.6024293	0.80489624	0.9284087	0.9218728	0.70817256	0.5593051	0.82409275	0.89539844	0.7095554	0.648561	0.7362834	0.6625432	0.8427684	0.9353555	0.69785434	0.8571946	0.6398063	0.7815153	0.5625757	0.92564523	0.7107178	0.8672557	0.54092216	0.6478779	0.56339955	0.627478	0.8887702	0.8421811	0.8969737	0.7257018	0.5422149	0.5637333	0.77923304	0.6681359	0.85171854	0.9015173	0.76048225	0.9357542	0.8303884	0.58964455	0.80454814	0.6910434	0.69697237	0.677107	0.95786214	0.0	0.786203	0.92394096	0.8771645	0.90144306	0.7163553	0.6894053	0.6847415	0.7148758	0.8758397	0.77901983	0.7311045	0.5241393	0.61796343	0.8028253	0.7812847	0.58359325	0.8605201	0.7473428	0.81891847	0.83540803	0.87872875	0.8687826	0.8601209	0.78673875	0.5675757	0.85822093	0.769817	0.8870947	0.8459668	0.9589748	0.7470336	0.80474937
moeilijk/adj	0.6256258	0.7953924	0.84147775	0.854829	0.7299814	0.7762308	0.8580298	0.87289935	0.52752805	0.5386405	0.7121031	0.9040937	0.5625377	0.68880916	0.9592126	0.94950527	0.8924166	0.72210336	0.9307484	0.644532	0.60588074	0.9623727	0.94352484	0.77053165	0.741158	0.84636575	0.7111391	0.787524	0.6467805	0.7128085	0.66079074	0.66115236	0.82238895	0.6892922	0.7816472	0.6549847	0.90614235	0.77575386	0.8317431	0.70484567	0.59694314	0.74472797	0.8847738	0.81245035	0.7988665	0.9424776	0.82097054	0.640989	0.824028	0.7086316	0.69363415	0.8297888	0.8902826	0.82955897	0.8245659	0.6358224	0.7556358	0.6965885	0.8220043	0.8554008	0.73658967	0.5679538	0.82175297	0.8916643	0.72789216	0.9091461	0.7842271	0.79198104	0.7523017	0.7222542	0.65122926	0.8754163	0.8108463	0.7881336	0.66791296	0.7284274	0.7081043	0.72970563	0.88780373	0.9096329	0.65582556	0.9126524	0.7151246	0.88706183	0.68864685	0.8371307	0.92213136	0.75274384	0.7687763	0.7971224	0.932879	0.80527425	0.8656625	0.70311964	0.85073	0.81721866	0.91442806	0.92882484	0.64026505	0.6634152	0.85420394	0.8865095	0.8860802	0.7715529	0.702257	0.95958304	0.8989496	0.8323248	0.88616014	0.86625874	0.95855325	0.9495486	0.89378333	0.8551807	0.70736206	0.77818143	0.7124257	0.6922292	0.45792806	0.7617537	0.829648	0.7510384	0.5625196	0.60477805	0.74440634	0.7345795	0.746853	0.924447	0.5177443	0.65952015	0.8339626	0.91332364	0.8475709	0.8973845	0.82543933	0.8976489	0.8014925	0.6969268	0.85709476	0.76097125	0.7302202	0.90907145	0.76713526	0.786203	0.0	0.7298847	0.80506635	0.734822	0.7569746	0.8579876	0.59410644	0.63714755	0.7405367	0.7162421	0.69691944	0.7644227	0.6995714	0.91609037	0.9059766	0.85399663	0.8858054	0.7374998	0.775257	0.76908165	0.82290107	0.97226137	0.9432046	0.824452	0.88044053	0.7106309	0.6069076	0.85361123	0.87500113	0.7739334	0.7336203	0.81183463
extreem/adj	0.8303943	0.89520025	0.757212	0.6604551	0.9248775	0.8928677	0.76489687	0.9351728	0.54028934	0.7647323	0.7030847	0.9148428	0.5473224	0.7630576	0.8309909	0.73293346	0.69544756	0.82985216	0.9808295	0.5933343	0.89890695	0.8715826	0.7300719	0.7344712	0.8454282	0.8384048	0.8082522	0.5485611	0.79570067	0.5863075	0.81594515	0.5615877	0.73272073	0.8252534	0.9490533	0.5993129	0.843516	0.86927617	0.5248859	0.93214774	0.8187264	0.87729365	0.71902084	0.94951236	0.92089695	0.71163917	0.6631542	0.52457446	0.72641724	0.8089073	0.6896404	0.63343936	0.8794541	0.89202285	0.7469092	0.68196905	0.76271296	0.6802094	0.851704	0.7537463	0.88584864	0.55582047	0.7594273	0.68456113	0.7323016	0.7455074	0.8334618	0.74095976	0.849519	0.8358208	0.80446124	0.878691	0.76339805	0.8660727	0.84127724	0.79363394	0.8825057	0.7124199	0.8550542	0.6596708	0.9267789	0.82931805	0.8609983	0.91935265	0.9498766	0.7346223	0.676139	0.9042256	0.79241955	0.8645801	0.8425888	0.8643718	0.9184282	0.5993251	0.96510017	0.74552745	0.85163915	0.80767345	0.8569913	0.7708045	0.7025635	0.73751485	0.876737	0.8359642	0.612278	0.87651753	0.9370738	0.9211213	0.6873045	0.91608375	0.9620355	0.91324574	0.895953	0.9177494	0.62968314	0.8244025	0.6228354	0.8219241	0.78239465	0.880917	0.692839	0.81782466	0.7720685	0.64289665	0.90926856	0.83145344	0.7107965	0.7601253	0.8427119	0.7546507	0.8639593	0.92198455	0.7735785	0.8161537	0.8532605	0.77638876	0.77003074	0.8021246	0.9056146	0.84969413	0.7516545	0.97118294	0.8452116	0.92394096	0.7298847	0.0	0.8451617	0.8161143	0.8334533	0.8377822	0.8780627	0.73808026	0.74052477	0.8585055	0.7732574	0.9066551	0.8436263	0.7433685	0.61285007	0.82839215	0.7526484	0.798044	0.7240193	0.82503724	0.87758046	0.8115324	0.75280803	0.8511576	0.91375667	0.86204493	0.63145334	0.7815037	0.7687984	0.9104035	0.88593245	0.94121116
beslotenheid/noun	0.76697344	0.9796878	0.9536188	0.9426843	0.91828734	0.8521447	0.92177	0.9293532	0.8079117	0.8266161	0.91936195	0.891947	0.9047976	0.71470046	0.92169434	0.9376121	0.9686409	0.9195017	0.9720205	0.83768696	0.8790302	0.89015734	0.9322111	0.8488646	0.72221005	0.9287598	0.8589247	0.71689516	0.8764496	0.7124707	0.95598185	0.8828927	0.9397035	0.95928806	0.98303103	0.91950715	0.99639153	0.8795016	0.9169196	0.8906718	0.8332123	0.94923455	0.9361255	0.99012345	0.8373083	0.8064907	0.964595	0.97368616	0.90267473	0.88614684	0.9069877	0.935182	0.9247949	0.7487117	0.91377926	0.9331673	0.87150705	0.8665178	0.9163426	0.7648586	0.87463486	0.85203743	0.9593683	0.9178894	0.9582705	0.87067556	0.75577724	0.7982326	0.91790426	0.83041614	0.84178495	0.89524406	0.91628975	0.9223905	0.8902216	0.9634249	0.86331505	0.9033323	0.9549679	0.94855845	0.8452884	0.70355046	0.8769952	0.89645463	0.9576134	0.84038657	0.97756195	0.87657034	0.9226714	0.8627062	0.96812683	0.8011375	0.92604434	0.84208477	0.7830397	0.87077427	0.9618931	0.78750587	0.862592	0.96807075	0.92024815	0.9551618	0.896429	0.8856509	0.8947405	0.97249925	0.90278333	0.96299344	0.9391	0.90841556	0.9071302	0.94843256	0.8216502	0.9511839	0.8468207	0.81166863	0.8478974	0.76811004	0.87389344	0.9096533	0.89233553	0.8215964	0.88810825	0.83650017	0.81104314	0.9041661	0.91501224	0.91347885	0.8983578	0.8819864	0.6577562	0.93135583	0.907938	0.9593759	0.8147794	0.9645879	0.8805761	0.90580946	0.9690389	0.92378557	0.92634606	0.9568069	0.9158011	0.8771645	0.80506635	0.8451617	0.0	0.68657774	0.81290793	0.93618727	0.8780724	0.761849	0.9161908	0.9026614	0.80602056	0.9396779	0.8133595	0.943235	0.955462	0.9678037	0.88660645	0.7637828	0.86422545	0.8872024	0.92556775	0.8740897	0.8593963	0.78492415	0.9561937	0.9220467	0.8658922	0.9467561	0.9081181	0.902775	0.93044704	0.98197985
louter/adj	0.8196765	0.8268039	0.7571168	0.8807706	0.74728775	0.6106766	0.82706356	0.62912464	0.7291091	0.7216775	0.9354552	0.9410304	0.7905699	0.7769122	0.9039857	0.8299811	0.77829754	0.5933317	0.9866985	0.7815874	0.8284436	0.89781106	0.89295584	0.82762134	0.6312836	0.81690294	0.846769	0.8064302	0.74325466	0.77928007	0.87566614	0.70621204	0.8889531	0.8241604	0.955247	0.8071055	0.8519857	0.78049195	0.84699607	0.80361444	0.77449536	0.76754653	0.7225106	0.9476744	0.7895867	0.8800056	0.8591584	0.8418522	0.83373827	0.8033774	0.9045595	0.87211245	0.9014645	0.7520745	0.78865254	0.7772415	0.7016336	0.6593916	0.7971774	0.7614315	0.79051214	0.69660074	0.8256342	0.93882644	0.7981931	0.79214776	0.8551831	0.7355085	0.7854899	0.8050883	0.7276572	0.8351367	0.79355836	0.80059403	0.812689	0.8467104	0.7405878	0.7601079	0.97408485	0.8308226	0.6874676	0.82552695	0.85601664	0.8064679	0.91724753	0.7086455	0.86745155	0.8929179	0.78272635	0.58874494	0.72398627	0.75771236	0.77843904	0.7192687	0.86971045	0.78698385	0.84932464	0.87938225	0.7893493	0.78170896	0.9446407	0.85568905	0.8026936	0.904842	0.8497022	0.9715457	0.8583119	0.8405513	0.8354546	0.81656945	0.88932866	0.85791945	0.7474412	0.77307105	0.8508097	0.81364465	0.887768	0.4892972	0.80674946	0.8794943	0.8701936	0.8005557	0.86287665	0.7451671	0.80213237	0.477876	0.6636765	0.81213856	0.8866116	0.74012244	0.8202748	0.8368816	0.6892504	0.9169735	0.8852282	0.6943911	0.8176817	0.7403318	0.8230831	0.8155477	0.83850574	0.9106713	0.67249084	0.90144306	0.734822	0.8161143	0.68657774	0.0	0.49896336	0.8700046	0.8443043	0.75239265	0.8344248	0.78820145	0.7243451	0.8643086	0.7276888	0.89752936	0.74159515	0.9165287	0.7916821	0.81761265	0.9152318	0.8091783	0.6457486	0.80822307	0.83748114	0.8085878	0.84566534	0.8102354	0.6633787	0.91152525	0.86085373	0.9045554	0.822109	0.7980093
alleen/adj	0.7576072	0.79394805	0.84989667	0.8960458	0.84275305	0.6781544	0.8462572	0.73136425	0.6169094	0.5774361	0.8301252	0.898508	0.73888063	0.78869164	0.91515195	0.8300817	0.8265551	0.73180443	0.9577399	0.7706739	0.66005117	0.9139514	0.8821311	0.8343924	0.8219929	0.7279457	0.5809318	0.7774707	0.6145922	0.74835503	0.6622305	0.7645805	0.8054077	0.73802245	0.8914822	0.7742086	0.88314074	0.7386743	0.8216682	0.5133892	0.5274188	0.7714523	0.8978017	0.8288264	0.7830242	0.80338645	0.7814553	0.84359217	0.7051275	0.83195925	0.7455871	0.7720626	0.7369836	0.8178565	0.4695924	0.70053864	0.82174647	0.71038604	0.80744827	0.70122784	0.7846075	0.78758204	0.8764729	0.8295014	0.7815033	0.8628008	0.7007464	0.6441805	0.6887789	0.765204	0.61956537	0.79591274	0.70005846	0.80243254	0.62217504	0.91223615	0.67978716	0.8118791	0.88757455	0.8837636	0.5305936	0.82508177	0.575929	0.7697764	0.9795886	0.7484148	0.84607613	0.62879205	0.7160177	0.71347046	0.7139958	0.84739155	0.7203864	0.601055	0.87256837	0.8078171	0.8807132	0.8636544	0.60693896	0.7841766	0.87042403	0.8548273	0.8822177	0.753296	0.7843629	0.9659252	0.95085245	0.9014715	0.84606093	0.90561604	0.876287	0.9163126	0.7871524	0.7973141	0.7406299	0.6554563	0.72914493	0.5948428	0.63961256	0.82161874	0.8133266	0.73201954	0.66133976	0.6451068	0.78960353	0.59699565	0.7224878	0.8905709	0.64076626	0.7661891	0.8049064	0.83768576	0.8279825	0.81709975	0.8590744	0.89630014	0.74352217	0.6930994	0.8799332	0.83025765	0.8255373	0.9205653	0.737966	0.7163553	0.7569746	0.8334533	0.81290793	0.49896336	0.0	0.77605826	0.57506406	0.811275	0.8617172	0.66606116	0.710387	0.8032956	0.70064473	0.84243965	0.83895427	0.7806508	0.8092838	0.76705015	0.8062399	0.73498416	0.49931222	0.8354652	0.84568167	0.774341	0.87123364	0.84527004	0.7935418	0.8069196	0.773503	0.9476597	0.7516958	0.9028144
intussen/adv	0.86159915	0.8439146	0.8584723	0.8386977	0.81763846	0.8455798	0.9056193	0.89155114	0.76365465	0.7373769	0.84791386	0.8336791	0.7373918	0.8283533	0.8859797	0.79937476	0.86869574	0.88428336	0.7740773	0.86766356	0.84345853	0.89251494	0.9035025	0.76966953	0.9050681	0.8367311	0.62626076	0.8948879	0.70327413	0.8853833	0.69855225	0.8060603	0.66167057	0.749192	0.96971124	0.749292	0.9145178	0.94851923	0.7684958	0.88528925	0.6938209	0.76844424	0.8604948	0.8536298	0.7173618	0.8493933	0.7412431	0.8978683	0.8685709	0.77061975	0.5664331	0.71061873	0.86399555	0.83101726	0.86167216	0.7572946	0.9345833	0.75886416	0.8943865	0.8416138	0.5423125	0.8373578	0.8492657	0.6420506	0.80461365	0.76714283	0.7799485	0.76640964	0.78984237	0.75783193	0.7168888	0.62072515	0.7778811	0.8548312	0.6290376	0.6702677	0.78576934	0.6606978	0.8644779	0.90422034	0.8078369	0.9420669	0.5915637	0.72498584	0.8704108	0.83061314	0.88817525	0.6956213	0.81034535	0.9452726	0.9242343	0.8658607	0.78029203	0.7330549	0.84116155	0.75630057	0.8755954	0.8391766	0.71839607	0.83507055	0.806136	0.8243202	0.84461963	0.591663	0.8188076	0.7826188	0.7047063	0.7928779	0.82027113	0.8158213	0.9162428	0.77859807	0.68936646	0.5096294	0.78901166	0.844066	0.6247219	0.82827324	0.8278166	0.70579386	0.9106076	0.66294885	0.77354264	0.7655797	0.92638195	0.8524934	0.7677106	0.7152896	0.64918154	0.7924753	0.85334164	0.8342443	0.8540148	0.82860506	0.8352072	0.85858333	0.8366731	0.7348722	0.8666514	0.832181	0.85568094	0.7302048	0.7650199	0.6894053	0.8579876	0.8377822	0.93618727	0.8700046	0.77605826	0.0	0.73841023	0.81108844	0.7973508	0.88101375	0.81935316	0.75224835	0.6367351	0.84854877	0.8240609	0.8361873	0.9191099	0.9028567	0.88596314	0.73076606	0.80391777	0.8918293	0.89106935	0.78366804	0.6803772	0.93334544	0.8568527	0.8425639	0.84711075	0.9701328	0.88044035	0.8265039
anders/adj	0.7449938	0.717396	0.8799935	0.92370695	0.82712233	0.8055027	0.91403204	0.9484916	0.5996781	0.5651296	0.8092702	0.9736331	0.7844503	0.6804309	0.9279467	0.87966096	0.8813357	0.84143764	0.9463353	0.8379693	0.6265744	0.9311314	0.86479914	0.8912213	0.8878311	0.8310847	0.64759934	0.8067559	0.69300294	0.81572115	0.6381415	0.8845734	0.7899786	0.8149352	0.9251714	0.7684902	0.9230847	0.74035156	0.83854234	0.3169455	0.5294234	0.8272182	0.9118078	0.77691174	0.6441498	0.8574207	0.7933394	0.90124637	0.62309074	0.82760036	0.7455053	0.7706481	0.8649611	0.81187254	0.7027391	0.67421347	0.85484207	0.7299225	0.8191563	0.79427254	0.6691759	0.7974861	0.87840515	0.7344272	0.83785236	0.8291714	0.601402	0.67056775	0.7769009	0.66983974	0.41035885	0.75273836	0.7800697	0.85771	0.5161549	0.93342435	0.57322246	0.7620044	0.8565001	0.8310256	0.45481086	0.93881416	0.43061006	0.83013827	0.82126105	0.8525773	0.95920295	0.5494319	0.7640979	0.89611214	0.8518423	0.8326589	0.850583	0.7833032	0.7853074	0.76300585	0.8739611	0.83303297	0.55631393	0.8484286	0.89121443	0.9041708	0.8846394	0.69257575	0.799384	0.97451407	0.85829467	0.7966714	0.84551597	0.8744496	0.8757568	0.88386035	0.887661	0.7995484	0.64504766	0.7881561	0.79464227	0.70691824	0.55541265	0.78223044	0.8450204	0.6698716	0.59160113	0.7369466	0.8165505	0.8501482	0.7771924	0.8489536	0.38658947	0.75521415	0.8854868	0.9040918	0.810677	0.9180611	0.8394196	0.89476204	0.89523035	0.69937944	0.90122175	0.818589	0.7912563	0.92603064	0.8685117	0.6847415	0.59410644	0.8780627	0.8780724	0.8443043	0.57506406	0.73841023	0.0	0.75452816	0.8328753	0.6377425	0.6311842	0.7183012	0.740364	0.79871726	0.88571167	0.82809186	0.85859454	0.8483579	0.8127673	0.7319727	0.7824197	0.9016066	0.91393894	0.7775364	0.87631774	0.9644614	0.770262	0.82897466	0.88755405	0.96420324	0.67421746	0.93922067
monotoon/adj	0.7720208	0.8313743	0.8429611	0.86397314	0.78471476	0.7760731	0.7686187	0.8252564	0.526639	0.67868143	0.66007745	0.799439	0.6418312	0.75422996	0.9164214	0.90779763	0.7828188	0.65310156	0.967502	0.6449233	0.79347855	0.88593847	0.9680008	0.7850907	0.612196	0.80786586	0.64792144	0.65894735	0.79982114	0.5237911	0.7686036	0.71396863	0.6710075	0.80485004	0.87263465	0.73104584	0.91150033	0.86758167	0.7340965	0.77929777	0.6998452	0.81819165	0.8394697	0.8457123	0.8234776	0.8798636	0.8850554	0.74873847	0.7023628	0.79000187	0.78441536	0.75603926	0.8128998	0.8949816	0.79067326	0.8072446	0.75916266	0.6326699	0.8984508	0.68453467	0.7696514	0.6555743	0.8310018	0.8703188	0.7348144	0.7832309	0.72476304	0.70503145	0.8326796	0.7349835	0.6353669	0.8778875	0.7359926	0.8025087	0.7893857	0.75045073	0.808282	0.83708715	0.840624	0.8350393	0.8388101	0.9268443	0.7718665	0.8721059	0.9392689	0.806914	0.9257417	0.81840616	0.7344222	0.68121564	0.9233675	0.69882584	0.9175059	0.7363533	0.83871233	0.8078685	0.8613584	0.903459	0.779437	0.6970544	0.83747905	0.83254755	0.9827927	0.74896896	0.8307232	0.90017897	0.88536596	0.8219088	0.82669467	0.9109231	0.9244064	0.86393166	0.9401374	0.885237	0.6434599	0.7309198	0.72284675	0.80980164	0.81297165	0.8703977	0.8245605	0.58707	0.6587483	0.72079885	0.78965974	0.75372404	0.6655438	0.8758614	0.60533583	0.79054916	0.6961417	0.9127367	0.70962685	0.75806105	0.79607093	0.856307	0.725572	0.80778193	0.8436977	0.8241889	0.86511105	0.830903	0.84951484	0.7148758	0.63714755	0.73808026	0.761849	0.75239265	0.811275	0.81108844	0.75452816	0.0	0.77836865	0.81670666	0.76058006	0.80113125	0.8595558	0.8796222	0.883575	0.8331983	0.9279133	0.6602503	0.81501853	0.77317697	0.90598124	0.84908754	0.7938465	0.70404077	0.7916573	0.7522873	0.48537862	0.7440505	0.85034496	0.8252641	0.83229846	0.8690777
