	plek/noun	klink/adj	belofte/noun	republiek/noun	orgasme/noun	compliment/noun	drank/noun	refrein/noun	gevoel/noun	vaderland/noun	gerecht/noun	bed/noun	patent/noun	bijstand/noun	gewaad/noun	zo/adv	uitzicht/noun	moment/noun	euforie/noun	boodschap/noun	koor/noun	werkster/noun	visioen/noun	landschap/noun	interventie/noun	passage/noun	tribunaal/noun	lichaam/noun	kroon/noun	vrede/noun	staat/noun	naam/noun	veeleer/adv	naar/adj	ruimte/noun	haast/adv	status/noun	harmonie/noun	sereniteit/noun	zij/pron	nul/noun	melodie/noun	plezier/noun	maar/adv	rijk/noun	gezang/noun	koor_DIM/noun	blauw/noun	symbool/noun	vuur/noun	dressing/noun	gewelf/noun	geluk/noun	droefheid/noun	paradijselijk/adj	gave/noun	stil/adj	afgezant/noun	voetbal_tempel/noun	herrie/noun	getal/noun	aureool/noun	rust/noun	zaak/noun	haven/noun	hulp/noun	schoonheid/noun	kunst/noun	muziek/noun	komedie/noun	paradijs/noun	stem/noun	ijl/adj	monument/noun	piano_spel/noun	tegelijk/adj	minstens/adv	ding/noun	koning/noun	pad/noun	tip/noun	gestreken/adj	menu/noun	geluid/noun	glimlach/noun	dauw/noun	vaak/adj	vader/noun	perfectie/noun	tafereel/noun	iets/noun	aardappel/noun	stad/noun	tweeling/noun	kleur/noun	het/det	missie/noun	iets/adv	sfeer/noun	tuin/noun	mandaat/noun	zaligheid/noun	maal/noun	optreden/noun	vrijheid/noun	of/vg	ervaring/noun	licht/noun	modder/noun	geschenk/noun	meest/adj	vorst/noun	sopraan/noun	zangeres/noun	lof_trompet/noun	helderheid/noun	sauna/noun	klank/noun	heerlijkheid/noun
status/noun	0.87462866	0.9077883	0.85036606	0.47633082	0.9820395	0.9436378	0.95809275	0.95189625	0.908478	0.747407	0.95636165	0.9736843	0.85541785	0.87528634	0.91844666	0.9348641	0.8660179	0.80064625	0.93366575	0.8225436	0.8810557	0.9791193	0.85004354	0.61567235	0.9071985	0.8413569	0.71045136	0.8974759	0.894001	0.7408328	0.73692036	0.77392554	0.82867795	0.9849162	0.8319504	0.7680601	0.0	0.8086738	0.8430865	0.89083457	0.9308302	0.8643387	0.9293261	0.9892769	0.6150507	0.91382563	0.9212344	0.9579657	0.47849846	0.9168265	0.8885296	0.8388876	0.84040755	0.9171436	0.8674975	0.8555048	0.8799506	0.84741825	0.9742501	0.9406169	0.8593104	0.72876155	0.88671166	0.83548766	0.984093	0.87604904	0.7394612	0.794389	0.8796016	0.9647132	0.80166	0.8583233	0.83855844	0.60806787	0.8942822	0.8716614	0.98288405	0.9118111	0.6780553	0.9433675	0.94165844	0.9763152	0.89135385	0.8902048	0.6868615	0.98422205	0.8532599	0.8663162	0.7245327	0.83600664	0.94294596	0.87011695	0.680742	0.98773193	0.8255043	0.7729956	0.8560919	0.8681539	0.792641	0.85080326	0.88037014	0.95898676	0.94509655	0.85238296	0.6412177	0.82894504	0.7831766	0.81909955	0.9196363	0.76172	0.9079358	0.6778405	0.948658	0.90516335	0.9417904	0.7192038	0.92192274	0.8302388	0.6149908
harmonie/noun	0.86490035	0.65924025	0.8187627	0.89156073	0.93557924	0.918141	0.8083252	0.52285534	0.44693983	0.8031778	0.79596364	0.91092324	0.83123755	0.98832947	0.6980009	0.82515025	0.78171104	0.71066535	0.7972316	0.7213249	0.5228584	0.8611036	0.80566746	0.7344317	0.8688576	0.58579266	0.93422955	0.5742178	0.92455643	0.5585595	0.8571423	0.79938364	0.60983074	0.6810322	0.61072457	0.4830764	0.8086738	0.0	0.40930152	0.85382515	0.9006129	0.39604515	0.8030287	0.85599947	0.9222958	0.4758035	0.684992	0.6026907	0.5591043	0.97498214	0.9025182	0.8256905	0.59921455	0.78593516	0.7761307	0.6548978	0.7626227	1.0	0.91608703	0.78299206	0.76318115	0.75257546	0.501515	0.6558151	0.97426265	0.9982188	0.35375375	0.6595454	0.38496578	0.88834584	0.88852644	0.5642862	0.42390162	0.8903193	0.6567777	0.5899706	0.92580175	0.79382455	0.978383	0.8901117	0.8345918	0.8404645	0.81934094	0.50731015	0.92451936	0.976429	0.66851306	0.95926666	0.29892755	0.784885	0.73367596	0.8793385	0.90817195	0.96555334	0.51959753	0.70265114	0.8447622	0.747983	0.46241093	0.8085735	0.91806805	0.6690876	0.88208884	0.63873434	0.6530099	0.73926175	0.8165816	0.6635128	0.88461906	0.83830947	0.8603835	0.93534184	0.544556	0.5995069	0.89541674	0.2942524	0.7056252	0.43559134	0.9325351
sereniteit/noun	0.80117476	0.8093898	0.70446694	0.918634	0.9362499	0.9717665	0.8273938	0.8895788	0.534869	0.86623085	0.8973247	0.89523983	0.8824402	0.9844666	0.7386178	0.85218626	0.82440627	0.5135577	0.6747608	0.7944069	0.69925654	0.97591835	0.80978817	0.8210232	0.8668478	0.8623206	0.9673957	0.6605115	0.9842452	0.5414928	0.85383755	0.98839134	0.6828288	0.69179296	0.7044214	0.7163219	0.8430865	0.40930152	0.0	0.8785903	0.93807214	0.6092241	0.7728278	0.86293346	0.9252032	0.67431724	0.96962917	0.6759858	0.6519647	0.89408785	0.9830507	0.8430744	0.54543936	0.6713216	0.80254585	0.8010381	0.68490857	0.9811222	0.76390916	0.8405303	0.90014946	0.87587476	0.33825332	0.65422076	0.9597922	0.98890334	0.40747207	0.7289237	0.632387	0.89655674	0.89820063	0.835906	0.63012004	0.9402311	0.96475625	0.65561485	0.94488746	0.73824704	0.9918582	0.9467457	0.90836596	0.9570911	0.88555145	0.764433	0.83608496	0.99713343	0.84939027	0.933532	0.449131	0.804766	0.81209636	0.96677	0.9064384	0.98799205	0.62672055	0.8912171	0.8807	0.8044096	0.5610708	0.8138017	0.9541875	0.818369	0.91130966	0.82439387	0.7047716	0.79189146	0.84997743	0.7583509	0.8263809	0.82644767	0.93006104	0.9828224	0.900499	0.8410177	1.0	0.4654438	0.5260582	0.6806329	0.9592926
zij/pron	0.905616	0.876975	0.87591255	0.8568448	0.7717568	0.84754276	0.9158806	0.8553908	0.7287652	0.8387214	0.9859424	0.63846505	0.89948887	0.5402131	0.8979002	0.8074895	0.89638275	0.8424171	0.87241757	0.7741828	0.8664391	0.5008517	0.80986494	0.8873373	0.74579936	0.9405603	0.7403693	0.87398106	0.8424194	0.755479	0.8949207	0.8764998	0.7117592	0.77590287	0.89277995	0.8318573	0.89083457	0.85382515	0.8785903	0.0	0.9594518	0.7821469	0.8176893	0.77452874	0.76806355	0.8265291	0.89663714	0.87260944	0.7922757	0.92845863	0.9853738	0.96125305	0.69890106	0.83495927	0.8682865	0.55706143	0.8072107	0.8748218	0.9908714	0.9508892	0.9430395	0.8923937	0.88654053	0.92703396	0.8241086	0.40049505	0.7562561	0.8333634	0.85100657	0.7277913	0.8301901	0.83907366	0.889614	0.9374987	0.9163346	0.74681735	0.770979	0.7374076	0.86889285	0.66154885	0.9311908	0.88563627	0.9533737	0.89093757	0.88556546	0.8364532	0.709478	0.7483054	0.7995659	0.89824235	0.7874072	0.93137866	0.94189024	0.8163831	0.9069771	0.84143305	0.8244168	0.72782564	0.87339854	0.91782343	0.8258579	0.8646823	0.9074743	0.8817006	0.72405046	0.5652628	0.8145965	0.9356778	0.9547102	0.751402	0.77695346	0.86694765	0.8248696	0.8312139	0.76859677	0.8408065	0.887933	0.8646661	0.8885024
nul/noun	0.9898144	0.7840905	0.975613	0.92244625	0.9627239	0.81372046	0.98642546	0.96669555	0.89224744	0.869601	0.94798625	0.9619488	0.95148486	0.9493939	0.9565349	0.7610218	0.92923653	0.9362446	0.95593524	0.97128373	0.95179784	0.9776203	0.8479653	0.97283995	0.78920805	0.97032887	0.94334257	0.9519648	0.97701746	0.91831756	0.93186086	0.8146534	0.86040795	0.79068017	0.9125688	0.8930942	0.9308302	0.9006129	0.93807214	0.9594518	0.0	0.90962195	0.9518222	0.81102115	0.89072675	0.9152916	0.938101	0.9097449	0.7694172	0.9635099	0.96367466	0.9923872	0.96227765	0.9784532	0.9562823	0.99049723	0.9548012	0.96696275	0.96252805	0.9750009	0.26059663	0.8840705	0.8519276	0.99853987	0.9970566	0.9674804	0.9651078	0.9906884	0.9496849	0.9441008	0.9788281	0.93937963	0.96688056	0.98042786	0.94346994	0.8728954	0.7888062	0.92720205	0.892411	0.9503009	0.9225709	0.93052566	0.9594494	0.95651877	0.8934032	0.97508234	0.7888384	0.9886854	0.9855778	0.8787513	0.8091166	0.9652639	0.99635637	0.9645771	0.9756113	0.89728314	0.90094817	0.7642158	0.9676125	0.9942	0.91175604	0.98440135	0.45910305	0.9512079	0.9920079	0.90250826	0.9230333	0.9793102	0.9508394	0.87496054	0.8780395	0.77952087	0.9312271	0.94379073	0.99987185	0.9240807	0.9689631	0.9820027	0.97691727
melodie/noun	0.9445436	0.38693005	0.8102207	0.9653823	0.93616474	0.9412736	0.7506453	0.44380355	0.6364758	0.8098078	0.84413433	0.94181395	0.77795273	0.97515744	0.73455024	0.71871936	0.8837244	0.7534588	0.90509754	0.8130577	0.3889593	0.7148831	0.7848046	0.78943217	0.84895813	0.44259965	0.9988219	0.65431195	0.8270707	0.74374104	0.95197463	0.73101926	0.6054659	0.65862477	0.64581573	0.48490167	0.8643387	0.39604515	0.6092241	0.7821469	0.90962195	0.0	0.67807937	0.7769474	0.9176241	0.4801538	0.58608353	0.7688969	0.7867166	0.90034455	0.9483621	0.84359854	0.7941922	0.83624184	0.84462535	0.5568006	0.7046877	1.0	0.97216654	0.6142131	0.7846093	0.8283898	0.7989595	0.9405159	0.9878243	0.9244835	0.5200318	0.6591356	0.25614715	0.86501473	0.9162226	0.23293269	0.23764497	0.88448304	0.47282284	0.65684396	0.9436754	0.7747561	0.9503159	0.83493793	0.9124999	0.7806965	0.9151231	0.35674065	0.88785136	0.9861031	0.5519991	0.9701611	0.45750993	0.808101	0.73142135	0.9561827	0.94760746	0.9729146	0.48111284	0.7436172	0.939669	0.71357834	0.53759503	0.8548275	0.97516626	0.8204631	0.7412804	0.5886455	0.79162663	0.609975	0.7597161	0.5914252	0.7838309	0.71117604	0.8044007	0.95921415	0.40571314	0.29139608	0.9999578	0.49012142	0.9169644	0.34289807	0.9706764
plezier/noun	0.8716814	0.63396704	0.7651142	0.9253944	0.90909535	0.72876346	0.72453797	0.96491617	0.61383116	0.9183536	0.9505053	0.9279233	0.88940775	0.9928646	0.6942276	0.8876171	0.925405	0.6063121	0.69479686	0.92526907	0.74365246	0.8168881	0.8548924	0.9208879	0.91563284	0.70949507	0.9565165	0.8533923	0.935781	0.8624537	0.9120601	0.94002634	0.68012524	0.81243217	0.7580623	0.82127315	0.9293261	0.8030287	0.7728278	0.8176893	0.9518222	0.67807937	0.0	0.7374248	0.90101904	0.69525623	0.68573153	0.90731704	0.847985	0.89477867	0.99094677	0.9377411	0.7103022	0.5229355	0.8266853	0.8220581	0.6927189	0.9924084	0.8436991	0.84154487	0.96220267	0.92446464	0.86129946	0.97325534	1.0	0.9270594	0.6820257	0.66979146	0.547029	0.91273665	0.9258778	0.60570955	0.65870273	0.7796777	0.80640644	0.7107425	0.9390818	0.72159857	0.91003025	0.71233904	0.8932531	0.79823726	0.90558136	0.800997	0.6126096	0.9675982	0.5787394	0.9291284	0.8662543	0.829559	0.71320456	0.9763417	0.9445761	0.9416912	0.76800174	0.8307232	0.97987705	0.86045146	0.63671756	0.8450531	0.9772523	0.8080627	0.8768489	0.6166774	0.7952653	0.7362243	0.69719285	0.83630735	0.8589851	0.84241307	0.65650415	0.94433373	0.8720055	0.8223082	0.8468299	0.842206	0.92742556	0.6443324	0.8840742
maar/adv	0.8057607	0.8529902	0.91683286	0.9826133	0.669109	0.6600213	0.86154646	0.82825	0.65828955	0.8979072	0.93367714	0.7671895	0.9178746	0.92428553	0.9624267	0.72152764	0.93609643	0.8079796	0.8851012	0.76164347	0.9528203	0.7735477	0.944149	0.86992574	0.9022579	0.8225415	0.9947764	0.8926488	0.8819573	0.87850195	0.91621214	0.9124235	0.82199633	0.6296729	0.8383211	0.8451309	0.9892769	0.85599947	0.86293346	0.77452874	0.81102115	0.7769474	0.7374248	0.0	0.9458731	0.81944644	0.94692504	0.8517029	0.89818716	0.95209277	0.94300836	0.9390776	0.76090026	0.67760766	0.9034452	0.7461113	0.7633401	0.95115006	0.98179436	0.70983505	0.79566175	0.92868185	0.87915945	0.9391579	0.92033076	0.9103145	0.7960004	0.809681	0.75363106	0.76819825	0.96452993	0.8629269	0.82510334	0.9508685	0.8843646	0.66030645	0.86220264	0.46701324	0.97079283	0.9232901	0.9347882	0.84624195	0.94103986	0.74394715	0.8717598	0.93052864	0.49998522	0.9471769	0.8130703	0.89242953	0.60233426	0.93377644	0.98367035	0.9579978	0.87490875	0.8345218	0.97281015	0.6778965	0.735875	0.9171201	0.9749678	0.9076154	0.86126804	0.91432965	0.87386405	0.69085026	0.87092453	0.8490824	0.88914555	0.8711253	0.64925516	0.880803	0.903271	0.86580944	0.99915206	0.8501507	0.8561757	0.834815	0.9845458
rijk/noun	0.6928758	0.98489666	0.64415896	0.53011876	0.96873206	0.92368567	0.9334469	0.96307135	0.87039006	0.62845004	0.95050615	0.9606514	0.87216115	0.65532625	0.9447887	0.9044828	0.71804553	0.87365395	0.9234846	0.9154562	0.95207655	0.7232388	0.71533287	0.7318462	0.79032135	0.92458373	0.8510798	0.92917967	0.8218611	0.82042617	0.63099635	0.96919274	0.7793547	0.95485115	0.89566314	0.8259444	0.6150507	0.9222958	0.9252032	0.76806355	0.89072675	0.9176241	0.90101904	0.9458731	0.0	0.9573914	0.9918456	0.9379948	0.5931348	0.9161834	0.99704826	0.9323223	0.83182657	0.93513054	0.74255675	0.8283256	0.8392905	0.7187518	0.920238	0.8674874	0.914203	0.9298274	0.84266776	0.9515775	0.95816875	0.5845159	0.8141335	0.8296981	0.93091226	0.7868783	0.745229	0.9711355	0.9378458	0.76720303	0.96154517	0.76091003	0.92822355	0.92224246	0.51800644	0.86626786	0.9745612	0.99906766	0.9401509	0.8825871	0.9411758	0.9850695	0.86520237	0.886247	0.8999901	0.6963596	0.88680744	0.9852988	0.6511637	0.8292334	0.87359506	0.75078726	0.92565525	0.800438	0.8807458	0.7055733	0.9577788	0.9650848	0.9820315	0.97336096	0.68636155	0.7619862	0.93514955	0.8690512	0.86730635	0.6751405	0.86800647	0.5123966	0.98722017	0.9677994	0.85838526	0.84926295	0.97146267	0.8476114	0.95077795
gezang/noun	0.8348814	0.5182104	0.7620207	0.9344004	0.94653136	0.91529393	0.57110465	0.6196631	0.68879116	0.9047514	0.8592738	0.9381647	0.94232666	0.97592396	0.5138732	0.79895955	0.82259774	0.83322185	0.7865228	0.7588787	0.3142336	0.8828876	0.6392077	0.727196	0.81977904	0.6021193	0.9691917	0.64105105	0.9256253	0.7455448	0.96311677	0.7063587	0.70956504	0.71540487	0.68408614	0.46575665	0.91382563	0.4758035	0.67431724	0.8265291	0.9152916	0.4801538	0.69525623	0.81944644	0.9573914	0.0	0.6895304	0.6498181	0.8828406	0.79548234	0.9826766	0.90797323	0.789282	0.8638543	0.7183827	0.65104353	0.5772179	0.9952894	0.937945	0.4054491	0.77934736	0.76842296	0.685425	0.82454795	0.9074528	0.9803467	0.54391724	0.7491553	0.2960757	0.84509933	0.81480885	0.39007682	0.40627235	0.9394458	0.58520997	0.6634893	0.9149534	0.79870546	0.93181777	0.8710362	0.9458973	0.8318275	0.9111517	0.38924193	0.683666	0.99521786	0.67954004	0.88374275	0.64420736	0.66937786	0.7684696	0.90066457	0.94145054	0.9266012	0.62995577	0.7802762	0.94168836	0.832877	0.46299595	0.84998316	0.9433756	0.70794797	0.6767546	0.703756	0.8447803	0.7148974	0.8590414	0.64350426	0.65312636	0.7656145	0.7251489	0.8978122	0.3203718	0.4517297	0.97213846	0.58042556	0.77283764	0.43590403	0.9213084
koor_DIM/noun	0.9958901	0.43775034	0.7533069	0.96593356	0.97884154	0.99850184	0.94625634	0.6056569	0.84034514	0.95590246	0.92682606	0.97102886	0.97960967	0.9784164	0.7732431	0.9626915	0.87577105	0.99118257	0.9194598	0.9814036	0.7470352	0.8535607	0.95427865	0.9188045	0.99141103	0.62340045	0.9932199	0.92719054	0.99978125	0.99702865	0.97400403	0.5424452	0.8315969	0.8938241	0.7258018	0.78934187	0.9212344	0.684992	0.96962917	0.89663714	0.938101	0.58608353	0.68573153	0.94692504	0.9918456	0.6895304	0.0	0.81543887	0.9336729	0.9659876	0.9484074	0.89512306	0.99005187	0.920618	0.97474074	0.783308	0.8848073	1.0	0.9388055	0.8087388	0.83743423	0.803507	0.99513084	0.9540827	0.99995005	0.9881619	0.8894636	0.8331917	0.5141185	0.9970691	0.99114966	0.45869654	0.5834645	0.794089	0.66312695	0.8614123	0.90137714	0.9900092	0.9978315	0.7222054	0.99439114	0.9476923	0.9854542	0.64004123	0.9802102	0.98852885	0.59600025	0.9896074	0.85573626	0.94300264	0.9383611	0.98075485	0.99352306	0.99479437	0.85961896	0.88852227	0.96786237	0.8565219	0.84324807	0.9654414	0.95119303	0.9520355	0.9734988	0.53329384	0.9990233	0.80230594	0.8165104	0.86614895	0.9626845	0.89447343	0.796754	0.9926198	0.55558705	0.6912176	0.9997634	0.7676257	0.9659188	0.57766837	0.95922834
blauw/noun	0.8958544	0.80309	0.7976457	0.9604973	0.951851	0.9541262	0.96689916	0.72292763	0.6966119	0.8369524	0.9005909	0.8229495	0.943143	0.9486241	0.49878907	0.9163541	0.76282275	0.88300383	0.8795951	0.91431737	0.77130795	0.8850385	0.89502543	0.66784465	0.95913404	0.84302074	0.98854005	0.64671826	0.88106847	0.8099293	0.9736548	0.9597167	0.8067649	0.7965766	0.7121	0.75129735	0.9579657	0.6026907	0.6759858	0.87260944	0.9097449	0.7688969	0.90731704	0.8517029	0.9379948	0.6498181	0.81543887	0.0	0.7415192	0.92970467	0.83029014	0.87082964	0.831674	0.8731176	0.83602566	0.92356765	0.7606702	1.0	0.8465835	0.80082214	0.7739744	0.9475794	0.74091303	0.76006407	0.9342064	0.9606203	0.6181643	0.83739686	0.7032805	0.91401017	0.9047233	0.84683824	0.6851932	0.8778051	0.84678596	0.7324743	0.95566636	0.9011014	0.93058664	0.92698425	0.96544087	0.8794341	0.9246073	0.6680523	0.8565067	0.84593546	0.7967299	0.8754777	0.68805265	0.7166756	0.8216094	0.8475468	0.9219819	0.9873699	0.346691	0.8257003	0.983198	0.88886654	0.54835653	0.7642725	0.98050356	0.7862444	0.85675526	0.93577695	0.91934896	0.6101837	0.94527984	0.6046227	0.7095833	0.8899119	0.8742132	0.87497765	0.7847166	0.8456455	0.9904104	0.5771061	0.75121677	0.67466235	0.9252418
symbool/noun	0.8186013	0.8641727	0.814906	0.45507646	0.94068646	0.9116331	0.9028116	0.8611419	0.6522835	0.6104535	0.876355	0.9420357	0.8198888	0.9452832	0.8499055	0.8696134	0.73864836	0.8303466	0.88960284	0.7490084	0.8945606	0.9218945	0.7491373	0.67521864	0.8735455	0.8698431	0.84507716	0.7388511	0.8787854	0.48527747	0.5850209	0.8622675	0.6629831	0.8200209	0.7104782	0.65874183	0.47849846	0.5591043	0.6519647	0.7922757	0.7694172	0.7867166	0.847985	0.89818716	0.5931348	0.8828406	0.9336729	0.7415192	0.0	0.8911763	0.94448304	0.798388	0.5974781	0.8106414	0.7633747	0.72828645	0.79817426	0.8816321	0.8836326	0.9376859	0.6603346	0.7211066	0.7567698	0.9521485	0.9363643	0.91844773	0.54466784	0.6434638	0.8189015	0.8325767	0.70936906	0.89665425	0.77624303	0.6345191	0.9139195	0.71158826	0.95306677	0.8453315	0.7185753	0.8620297	0.9407556	0.9075179	0.82946503	0.81850934	0.8932143	0.95052534	0.85156596	0.86785704	0.5430936	0.75651425	0.8600987	0.9088011	0.70311844	0.973721	0.7272006	0.69631857	0.8267159	0.8723333	0.77972937	0.78683066	0.9243718	0.73764634	0.93072927	0.9205079	0.43119282	0.7758838	0.92183954	0.7811722	0.8925961	0.724227	0.8504433	0.6209258	0.9405107	0.8988868	0.6602092	0.6030636	0.7613094	0.759151	0.8454958
vuur/noun	0.9334711	0.7734388	0.9639599	0.95005333	0.9409758	0.9841054	0.7146531	0.9468879	0.8953642	0.95622766	0.7883212	0.96999955	0.95076704	0.9759616	0.8618969	0.97757715	0.9412005	0.91824484	0.9932699	0.96720487	0.80961126	0.98618835	0.8794411	0.9378693	0.92979646	0.88515884	0.9275197	0.82799995	0.8353363	0.83032954	0.9577804	0.98301655	0.95045614	0.9010993	0.82493126	0.8169396	0.9168265	0.97498214	0.89408785	0.92845863	0.9635099	0.90034455	0.89477867	0.95209277	0.9161834	0.79548234	0.9659876	0.92970467	0.8911763	0.0	0.83518577	0.6065355	0.9471015	0.9991322	0.9694266	0.989659	0.8654989	1.0	1.0	0.839537	0.9338743	0.81983227	0.9433955	0.92941946	0.996779	0.9823388	0.80175304	0.90738255	0.846187	0.982362	0.9389466	0.8898881	0.85605943	0.7690238	0.986674	0.8129022	0.8437223	0.99656683	0.9904926	0.95954823	0.9619362	0.9399298	0.73850626	0.7889268	0.90960526	0.9928142	0.9449417	0.985515	0.9679654	0.8769953	0.9909516	0.6308155	0.89008945	0.8356199	0.87849444	0.643837	0.9981076	0.7449713	0.8462485	0.93072784	0.95678985	0.9580779	0.87254137	0.9668573	0.93795323	0.7988667	0.94781846	0.6525868	0.82040703	0.8814867	0.97524756	0.98747694	0.8883165	0.91140217	1.0	0.93261445	0.9386029	0.8747245	0.97604144
dressing/noun	0.98508966	0.93523717	0.9827839	0.99037254	0.9511164	0.94626117	0.8686786	0.97006905	0.93339056	0.9808938	0.4930671	0.96449196	0.99308544	0.9611492	0.93049425	0.98570526	0.9484825	0.9688568	1.0	0.9642825	0.9411172	0.9631141	0.9686328	0.9248462	0.97822833	0.96609974	1.0	0.9691855	0.97382456	1.0	0.998558	0.966913	0.9544605	0.95825124	0.7700421	0.77067316	0.8885296	0.9025182	0.9830507	0.9853738	0.96367466	0.9483621	0.99094677	0.94300836	0.99704826	0.9826766	0.9484074	0.83029014	0.94448304	0.83518577	0.0	0.9347923	0.9682787	0.963771	0.93864095	0.9784173	0.97022396	1.0	0.92392963	0.97086394	0.95524544	0.8834545	0.9667408	0.81365144	0.9999567	0.98973686	0.95770633	0.94764775	0.94246346	0.94028664	1.0	0.96441233	0.9065054	0.98577195	0.986106	0.89497536	0.8402592	0.98715794	0.9981386	0.9981214	0.35647893	0.9951525	0.64881194	0.8939366	0.9557219	0.99005497	0.9007088	0.9950382	0.95060414	0.91982824	0.9442128	0.31130505	0.98921394	0.9992588	0.74185455	0.9368436	0.97544926	0.5300671	0.8952013	0.8853209	0.99643326	0.9398884	0.9854709	0.9952578	0.9670841	0.6890456	0.9191212	0.8833349	0.9083827	0.95217246	0.9608317	0.99455166	0.974715	0.99992275	1.0	0.85211664	0.96501166	0.9023114	0.982623
gewelf/noun	0.8705863	0.93647623	1.0	0.98503053	0.97924536	0.9678046	0.9768775	0.8897516	0.7118577	0.8909522	0.96946996	0.9589164	0.98713934	0.9937759	0.8943478	0.97428334	0.8197062	0.87483895	0.93569547	0.94911504	0.93198407	1.0	0.8838639	0.69012046	0.97539634	0.6049892	0.98187506	0.8644928	0.9836069	0.9521341	0.959456	0.9578401	0.89693314	0.8602059	0.5614902	0.82678723	0.8388876	0.8256905	0.8430744	0.96125305	0.9923872	0.84359854	0.9377411	0.9390776	0.9323223	0.90797323	0.89512306	0.87082964	0.798388	0.6065355	0.9347923	0.0	0.9156204	0.80389357	0.86326647	0.89809436	0.82940114	1.0	0.91064596	0.91856116	0.9525944	0.75784755	0.8827538	0.93131554	0.97550434	1.0	0.65583324	0.6468658	0.78338903	0.9374517	0.90195763	0.907043	0.76395655	0.69328386	0.81547594	0.68395555	0.99065846	0.8308052	0.9623575	0.9811653	1.0	0.8033333	0.962204	0.76573217	0.92098236	0.9900791	0.9122434	1.0	0.8709265	0.81921744	0.8357713	0.9507416	0.6513188	0.9926547	0.708998	0.7597138	0.9779585	0.9239663	0.71948355	0.88002574	0.97924256	0.9298072	0.9977865	0.96709913	0.8464365	0.92082417	0.9257958	0.5769092	0.9700309	0.96361274	0.8042095	0.9998686	0.9235317	0.9536247	0.99978197	0.7442577	0.891896	0.77145565	0.90106785
geluk/noun	0.715875	0.9343163	0.5925722	0.81173575	0.61366963	0.95119447	0.9501232	0.90113395	0.42501283	0.8475249	0.8127034	0.87675047	0.96255034	0.9724882	0.93580985	0.8809516	0.8711232	0.52512336	0.6228351	0.8450604	0.891143	0.86100835	0.7050189	0.79827875	0.9446938	0.88435453	0.9555782	0.7237201	0.9139338	0.4486919	0.6191839	0.9789817	0.6853459	0.8339348	0.85193944	0.73904467	0.84040755	0.59921455	0.54543936	0.69890106	0.96227765	0.7941922	0.7103022	0.76090026	0.83182657	0.789282	0.99005187	0.831674	0.5974781	0.9471015	0.9682787	0.9156204	0.0	0.58754814	0.7808174	0.6807784	0.67343175	0.9434848	0.9017006	0.94672406	0.86178267	0.8543037	0.46770906	0.7997644	0.9522017	0.91944325	0.4481913	0.7140081	0.6860413	0.8889926	0.74763393	0.85776484	0.7374558	0.9347346	0.9272542	0.57529426	0.9562863	0.6889163	0.88562715	0.9247871	0.9798152	0.9970233	0.9394278	0.8123661	0.8965616	0.9914042	0.7587931	0.91784817	0.5132935	0.80578876	0.6055227	0.98588306	0.88355935	0.9413401	0.8044358	0.77863383	0.92408013	0.7650128	0.67017895	0.6784798	0.943871	0.6869705	0.9676297	0.8828238	0.45042825	0.8305489	0.8704601	0.84183174	0.97934145	0.8265262	0.7617821	0.93995667	0.9253529	0.90178055	0.8093387	0.64340067	0.7832202	0.80084085	0.95890814
droefheid/noun	0.73020303	0.86738914	0.958525	0.86599284	0.89816654	0.85642636	0.88063747	0.92702746	0.42357713	0.83454895	0.97143483	0.9640974	0.9886786	0.96890694	0.8500712	0.8525826	0.92435527	0.3507753	0.45338798	0.9270842	0.960292	0.8619426	0.87401503	0.8104116	0.8704126	0.8768692	0.9982319	0.8506568	0.9079701	0.91058564	0.87207395	0.9619512	0.6150079	0.83920884	0.84815085	0.8252265	0.9171436	0.78593516	0.6713216	0.83495927	0.9784532	0.83624184	0.5229355	0.67760766	0.93513054	0.8638543	0.920618	0.8731176	0.8106414	0.9991322	0.963771	0.80389357	0.58754814	0.0	0.8172327	0.8088345	0.5400487	0.9020887	0.6224602	0.93093383	0.9385009	0.89807785	0.8040348	0.99915004	0.9593206	0.97515523	0.60003877	0.76364905	0.69628924	0.91450065	0.93684256	0.80743366	0.8236477	0.91251415	0.9005958	0.62689316	0.9623221	0.6541283	0.7865558	0.9668192	0.99683404	0.9510981	0.98074484	0.84566957	0.85817	0.99106836	0.6860727	0.8820653	0.799632	0.8149626	0.4359836	0.98000896	0.8790439	0.96088123	0.7718527	0.8749994	0.9807031	0.86610043	0.5905379	0.89013296	0.9742854	0.89626014	0.9844809	0.9358412	0.81623113	0.8064529	0.86574996	0.88541687	0.96613884	0.780858	0.5828209	0.895389	0.90845823	0.92427367	1.0	0.82541937	0.83230877	0.8103542	0.9481252
