	sinds/prep	men/pron	taksen/noun	Canada/name	toelage/noun	LPF_minister/noun	successie_recht/noun	frank/noun	vertwijfeld/adj	Camiel/name	hoopvol/adj	nu/adv	accijns/noun	zoals/comp	overheid/noun	tarief/noun	hand/noun	maandag_avond/noun	KLM/name	administratie/noun	Informatie/name	been/noun	Lanaken/name	aanvankelijk/adj	vorder_terug/verb	invoer_recht/noun	arm/noun	ter/prep	vinger_DIM/noun	Griek/noun	hierover/pp	glas_DIM/noun	te/prep	gemeente/noun	handpalm/noun	laag/adj	omdat/comp	staat/noun	vanaf/prep	triomfantelijk/adj	alsof/comp	inkomst_belasting/noun	beeld_DIM/noun	als/comp	bovendien/adv	toegang/noun	per/prep	en/vg	zij/pron	instantie/noun	loon_belasting/noun	voortaan/adv	netjes/adj	lidstaat/noun	die/det	statie_geld/noun	belasting/noun	tol/noun	lach/adj	vinger/noun	provincie/noun	premie/noun	mag/verb	college_geld/noun	dankbaar/adj	procent/noun	verzekeraar/noun	wanneer/comp	heffing/noun	opcentiemen/noun	om/comp	onroerend_zaak_belasting/noun	feestganger/noun	langzaam/adj	dan/adv	Francis/name	Henk/name	rente/noun	eventueel/adj	echter/adv	ministerie/noun	entree/noun	heer/noun	ze/pron	belasting_dienst/noun	in/verb	even/adj	Litmanen/name	arm/adj	toegang_prijs/noun	tegelijk/adj	op/prep	over/prep	alvast/adv	bovenop/prep	verontschuldig/adj	zondag_middag/noun	energie/prefix	inmiddels/adv	fiscus/noun	hak/noun	nergens/adv	immers/adv	boete/noun	anno/prep	taks/noun	daarna/adv	boven/prep	toch/adv	stad/noun	keer/noun	het/det	meer/adj	milieu_belasting/noun	louter/adj	terwijl/comp	of/vg	toeslag/noun	teatraal/adj	dwingend/adj	percentage/noun	glas/noun	land/noun	regering/noun	zonder/comp	sanctie/noun	hoofd/noun	hij/pron	hoog/adj	voorheffing/noun	ook/adv	opslag/noun	hulpeloos/adj
hoopvol/adj	0.91887426	0.6580888	0.97442234	0.9633725	0.97846943	0.91134715	0.93411887	0.99120533	0.79337704	0.9404284	0.0	0.85223424	0.95493495	0.8752167	0.8983238	0.96631765	0.7122661	0.8027246	0.9370365	0.96739984	0.97047603	0.7688345	0.98465645	0.72246456	0.9722302	0.95604783	0.7098823	0.7993641	0.884326	0.848017	0.9296639	0.7092719	0.9269659	0.9404534	0.92772084	0.96689916	0.88996065	0.9800946	0.8515936	0.68550086	0.74503374	0.94269997	0.8893851	0.84901226	0.937512	0.8543263	0.9427543	0.874821	0.72825444	0.8847922	0.923595	0.93955266	0.9291158	0.8905495	0.85140777	0.9841784	0.9606992	0.9601694	0.7164149	0.7514211	0.9640319	0.96531713	0.79159635	0.95292926	0.68152666	0.958826	0.97120947	0.7140113	0.95873684	0.9750857	0.83499986	0.952269	0.74843526	0.69658506	0.7784238	0.9338514	0.71087813	0.96255785	0.94643813	0.76362675	0.9650553	0.84441215	0.75116897	0.6544173	0.8858156	0.9717368	0.6862448	0.8820002	0.8127901	0.97462463	0.6077672	0.9280471	0.92851496	0.64278674	0.93677735	0.76485336	0.69173145	0.9978075	0.93190944	0.9593792	0.91145694	0.8488474	0.96260035	0.9680264	0.73279667	0.9552913	0.89375156	0.7972299	0.6561538	0.995119	0.9649069	0.93626964	0.84256446	0.97902423	0.8731216	0.63338673	0.9006562	0.92627645	0.8043213	0.74532455	0.8490782	0.7677302	0.94938093	0.9067101	0.9069109	0.9383433	0.6516465	0.56922555	0.9696627	0.9788727	0.76084214	0.9427448	0.7329711
nu/adv	0.90172553	0.58011675	0.67379415	0.95094556	0.83627725	0.80827785	0.8383003	0.8249378	0.79273325	0.9992887	0.85223424	0.0	0.806973	0.82256806	0.7477566	0.8018235	0.8984344	0.88232297	0.80321753	0.85431314	0.99648446	0.8714372	0.90258217	0.76072454	0.8313726	0.88557494	0.8898947	0.93311274	0.74649954	0.7723267	0.81151193	0.8245617	0.91566926	0.88277644	0.8043964	0.80919063	0.69727486	0.8254025	0.82905746	0.90212196	0.66109514	0.842383	0.871181	0.48105443	0.69229335	0.89775515	0.83163476	0.9063768	0.78623295	0.80032635	0.7857821	0.7473773	0.7214763	0.77243006	0.72062814	0.9245593	0.75050306	0.75486475	0.6896979	0.8553725	0.9192535	0.84232056	0.64354086	0.8485621	0.80449283	0.83782285	0.76005006	0.5447105	0.80094147	0.873886	0.7703116	0.88340604	0.8600426	0.6642943	0.46391773	0.9065796	0.93833536	0.77797294	0.7808398	0.63142484	0.8847622	0.8591796	0.76676655	0.7575937	0.72210056	0.7515809	0.7656636	0.92110574	0.90019286	0.9068626	0.8259614	0.92541677	0.8603498	0.7994064	0.82662445	0.8787913	0.85832375	0.87523615	0.7666882	0.7880485	0.8882348	0.70825493	0.6491685	0.8580307	0.6749329	0.8905492	0.7411822	0.88294864	0.6304182	0.8492736	0.8805193	0.77354693	0.79765886	0.8820309	0.86497426	0.7272717	0.79337704	0.8389274	0.8276063	0.81074977	0.85143626	0.9177618	0.91431224	0.8434215	0.7885368	0.7908123	0.87382054	0.82047427	0.80591524	0.796028	0.69001013	0.8901217	0.8305977
accijns/noun	0.84138405	0.7210122	0.25223994	0.6992494	0.69288766	0.9639472	0.48467195	0.45742768	0.9811466	0.96327984	0.95493495	0.806973	0.0	0.5910328	0.31281716	0.38336796	0.95635945	0.9589523	0.8735586	0.5440934	0.85294574	0.96229863	0.8250561	0.8691574	0.55659914	0.21874905	0.97789955	0.69977546	0.85914826	0.9300028	0.49960262	0.95807654	0.83174735	0.57593495	0.9616204	0.42519414	0.4798981	0.56487393	0.58120495	0.9815009	0.9198548	0.4590004	0.95575196	0.73243743	0.47772598	0.70786214	0.585676	0.61321473	0.77706367	0.7010516	0.551062	0.46231657	0.63257754	0.3897041	0.5421959	0.65397286	0.2372821	0.45768994	0.9129243	0.92153585	0.6942792	0.55492187	0.7292851	0.6019964	0.96929497	0.52296257	0.67633575	0.7108314	0.29430068	0.49633712	0.49569643	0.65365875	0.9419156	0.86712956	0.73747605	0.86132896	0.99553984	0.4478541	0.44449925	0.6821771	0.7568124	0.8576239	0.95099217	0.9203091	0.5682448	0.3278911	0.98387015	0.9778035	0.889218	0.7949458	0.7916567	0.55971444	0.7245599	0.85464215	0.41758764	0.98856384	0.9508413	0.7564987	0.8270019	0.47163814	0.83858335	0.7565341	0.30240887	0.3360147	0.9705761	0.49055988	0.8867561	0.7240593	0.906821	0.6983827	0.81414187	0.84046483	0.6195569	0.47032678	0.8043518	0.79407734	0.5847235	0.68199337	0.94980884	0.79850376	0.6202198	0.9206294	0.6478042	0.29938293	0.45056045	0.6398646	0.87100095	0.9659009	0.3897888	0.5657787	0.7862869	0.6522488	0.9586758
zoals/comp	0.90111697	0.687371	0.7293759	0.6698837	0.90089065	0.983462	0.7897194	0.7093231	0.93582153	0.91115814	0.8752167	0.82256806	0.5910328	0.0	0.5147276	0.6528717	0.8783979	0.94757104	0.9019342	0.8377929	0.9378614	0.939207	0.94279736	0.7148599	0.68953013	0.67528665	0.9086726	0.73959243	0.90975076	0.78133154	0.69933546	0.8400415	0.7941236	0.7227813	0.9600872	0.6841421	0.5774977	0.71748614	0.6618118	0.89654773	0.7640041	0.74653876	0.8805348	0.61110854	0.68132746	0.799945	0.73321384	0.4227767	0.7365058	0.796958	0.79873747	0.6501523	0.6986518	0.6587585	0.6500319	0.5998082	0.6046126	0.71235377	0.776232	0.93702453	0.83919215	0.8182875	0.7003028	0.75781024	0.8598113	0.73569775	0.83672607	0.68170947	0.5443703	0.7561654	0.55470824	0.8403467	0.93121004	0.82697594	0.71098554	0.90301085	0.89002454	0.8030292	0.48736835	0.6800864	0.86367756	0.83231777	0.88077676	0.8764235	0.7642476	0.5881791	0.81674373	0.81637734	0.789967	0.9511065	0.7469412	0.7007908	0.74271905	0.8648106	0.63320124	0.9052845	0.93382293	0.79067653	0.67677075	0.72428125	0.92432004	0.7953117	0.5469982	0.6965801	0.8507933	0.7589813	0.8827298	0.71550655	0.7936629	0.8099723	0.83721507	0.8053844	0.69573057	0.64379793	0.7075287	0.81551105	0.4925307	0.8672615	0.7539833	0.8165477	0.82651854	0.78080124	0.70328426	0.5305498	0.61531556	0.73548925	0.87696266	0.89234036	0.58074784	0.7355282	0.7017016	0.7707295	0.87762636
overheid/noun	0.8129704	0.6718844	0.39780307	0.8136298	0.5312804	0.9299644	0.4979635	0.4894806	0.91438943	0.9499966	0.8983238	0.7477566	0.31281716	0.5147276	0.0	0.41054314	0.82672566	0.9086498	0.86086714	0.4936049	0.90343773	0.9128544	0.8513263	0.77393585	0.4011736	0.44923913	0.9133475	0.8033774	0.843275	0.9633454	0.59598076	0.9475565	0.8414633	0.40062892	0.8372513	0.4095239	0.49667418	0.50392145	0.64432436	0.9372663	0.88733596	0.4727711	0.9618036	0.66027355	0.40887278	0.76691	0.5633427	0.5238549	0.63785523	0.5223274	0.48497957	0.40555912	0.59069943	0.4683352	0.49940115	0.73355496	0.23763067	0.5536631	0.8272691	0.84259564	0.50655204	0.46914834	0.6416989	0.48010904	0.9392377	0.45926243	0.53782356	0.65814793	0.35851675	0.46228755	0.4285748	0.70432854	0.9683117	0.80150783	0.7268449	0.82397914	0.97129077	0.45934916	0.40565586	0.66575146	0.6037804	0.9264409	0.8505148	0.8504786	0.51525205	0.31769162	0.8811723	0.91738254	0.85805184	0.8771825	0.76268685	0.5226003	0.7620605	0.7957	0.465519	0.9376566	0.9880793	0.7137213	0.75107247	0.46105123	0.89005744	0.6765077	0.3473481	0.48049664	0.905291	0.57698965	0.89114594	0.71378416	0.84159315	0.50197124	0.8553321	0.7642038	0.64830905	0.4346196	0.8270621	0.7018219	0.5636514	0.6868855	0.91954434	0.8576318	0.54543525	0.9275164	0.722579	0.3588432	0.4720835	0.734264	0.85897565	0.88532466	0.3748045	0.51600707	0.75176406	0.7233963	0.9113692
tarief/noun	0.7304655	0.80378604	0.49717575	0.78778803	0.74233997	0.9577807	0.35015452	0.52509433	0.9642268	0.9924824	0.96631765	0.8018235	0.38336796	0.6528717	0.41054314	0.0	0.9546536	0.9615581	0.70506114	0.6504459	0.9713005	0.97456104	0.87143636	0.8536297	0.66694605	0.40928817	0.9785692	0.8255423	0.9589691	0.9854487	0.42989063	0.92796016	0.85496706	0.5154724	0.987182	0.26925695	0.6243133	0.5792949	0.41048467	0.9706316	0.89264953	0.2190842	0.9280757	0.78118014	0.4611222	0.76452327	0.5101646	0.59320796	0.6760863	0.75724316	0.4257105	0.37220746	0.6724529	0.66444016	0.6613436	0.77479035	0.23227799	0.6450194	0.98178214	0.9658953	0.6929854	0.34925318	0.6805396	0.7123066	0.9601207	0.22781605	0.6067966	0.66603	0.19730204	0.33112735	0.58020204	0.34019363	0.91247785	0.8440298	0.7165264	0.97170883	0.9924258	0.30189788	0.47094017	0.73180276	0.8130626	0.8854846	0.93477875	0.94993687	0.50848794	0.36743432	0.9726611	0.96420014	0.8937006	0.704566	0.7212803	0.5382368	0.56048286	0.78594434	0.4626906	0.9885251	0.95264804	0.71563363	0.7880009	0.41079468	0.82949066	0.76938045	0.35284114	0.4864816	0.9229022	0.5725304	0.9754698	0.6555784	0.9081197	0.74183273	0.7537148	0.8941557	0.67343986	0.42432445	0.79613125	0.6598059	0.62083054	0.5601178	0.97990555	0.92048	0.30408	0.92621493	0.70774543	0.60421586	0.59542096	0.8528263	0.908792	0.96329826	0.36411035	0.34695655	0.77698207	0.7226471	0.96998227
hand/noun	0.9843254	0.8562369	0.95596325	0.9581575	0.92908823	0.9661383	0.9397476	0.9708561	0.6161229	0.8731299	0.7122661	0.8984344	0.95635945	0.8783979	0.82672566	0.9546536	0.0	0.8390936	0.9312854	0.9286506	0.9563501	0.40133113	0.9848282	0.90200996	0.91387093	0.9394187	0.24174404	0.80570024	0.6230489	0.7117432	0.9348313	0.67161953	0.60165447	0.9592189	0.46185797	0.9649183	0.87845737	0.88222915	0.95026433	0.47680146	0.469382	0.9576234	0.67899865	0.7664737	0.9396394	0.95970327	0.8450387	0.68743557	0.7914895	0.7239175	0.95497024	0.9277185	0.7780608	0.8959984	0.90633583	0.90684587	0.9460361	0.978187	0.5922921	0.33905035	0.9495483	0.9470247	0.87136286	0.9428451	0.76931334	0.95289576	0.918031	0.6099309	0.97416186	0.97601557	0.8270178	0.9897435	0.7247939	0.6498728	0.79523057	0.9422324	0.6977551	0.95708305	0.9294994	0.8784672	0.9801574	0.7362492	0.7118023	0.5208212	0.9148333	0.94233316	0.4273265	0.84533405	0.49437988	0.8489936	0.6438504	0.80115277	0.8700281	0.7907443	0.89542335	0.4929644	0.7330993	0.9552074	0.87326765	0.9545942	0.88362825	0.78637767	0.95312446	0.96871585	0.7076093	0.9513898	0.5785538	0.66009176	0.88319194	0.92559755	0.94720566	0.77647424	0.9196648	0.9686735	0.80868155	0.41725093	0.566237	0.9416501	0.6703769	0.78596866	0.8830715	0.43845206	0.88441503	0.94896555	0.7271067	0.964494	0.44686157	0.4749136	0.9237896	0.973504	0.933589	0.9046314	0.466048
maandag_avond/noun	0.6919997	0.8928075	0.95712554	0.95949554	0.8506129	0.9647846	0.945996	0.8761048	0.95564944	0.9784026	0.8027246	0.88232297	0.9589523	0.94757104	0.9086498	0.9615581	0.8390936	0.0	0.9141847	0.9439671	0.8713161	0.95566326	0.49308348	0.88474655	0.95188624	0.9309384	0.8735988	0.8528924	0.97105724	0.79409766	0.9627686	0.7668248	0.8964951	0.77088976	0.94324005	0.93164504	0.9737661	0.9473098	0.75029963	0.7120422	0.8361412	0.9495281	0.85654306	0.95718265	0.95337844	0.84579545	0.8998329	0.9327192	0.9315471	0.8589137	0.912339	0.8896694	0.929673	0.93969446	0.92266685	0.94221765	0.88841075	0.88703364	0.83893824	0.8828795	0.8645742	0.931743	0.8412618	0.9898067	0.83167505	0.96636826	0.9580179	0.91609263	0.91208607	0.96284664	0.8821738	0.97635245	0.82776034	0.94253117	0.92663777	0.96754456	0.8957382	0.9373398	0.9438956	0.94072795	0.8975095	0.6253276	0.93468726	0.92152715	0.9660717	0.93961525	0.7896994	0.9517918	0.88378716	0.88702244	0.9390027	0.81655085	0.995721	0.8242877	0.84602344	0.84342325	0.34502423	0.9999348	0.9544481	0.9551068	0.8608948	0.951772	0.9492644	0.94929594	0.8293488	0.95998514	0.8648484	0.91405535	0.9620961	0.8941179	0.96186334	0.9074333	0.89646864	0.98230886	0.87635005	0.8718075	0.9052688	0.9202067	0.791658	0.9016787	0.93384564	0.8655789	0.9724132	0.9124522	0.9276871	0.97136897	0.91947174	0.8525002	0.94289804	0.9599714	0.9399784	0.9622473	0.98319423
KLM/name	0.82787126	0.87499595	0.87067014	0.9149256	0.9053865	0.8817784	0.76907223	0.8207804	0.9401764	0.9650675	0.9370365	0.80321753	0.8735586	0.9019342	0.86086714	0.70506114	0.9312854	0.9141847	0.0	0.8294426	0.9434116	0.9729199	0.98658043	0.71348333	0.9194939	0.8229233	0.9763031	0.90459126	0.9597406	0.966203	0.89907044	0.9508021	0.9623045	0.77562493	0.96839464	0.6908338	0.77312225	0.9658181	0.6167103	0.96309054	0.98766935	0.75548047	0.97696066	0.8833095	0.7074498	0.88975656	0.7179092	0.84528935	0.76760006	0.8016976	0.6880237	0.7568727	0.95439464	0.8900838	0.7780247	0.9637953	0.76907605	0.9175753	0.9630049	0.9578464	0.9366971	0.77004004	0.86837447	0.9131333	0.9873441	0.62625015	0.715397	0.9387827	0.77425694	0.8173964	0.8696529	0.7971792	0.9366539	0.95686215	0.9057343	0.95531493	0.9917547	0.7584957	0.7003489	0.7814107	0.9032717	0.8310757	0.9508854	0.9554567	0.78466314	0.8271258	0.985116	0.95531833	0.98529595	0.8919152	0.8648595	0.8487787	0.82702875	0.9844013	0.6822559	0.9741038	0.9277789	0.8771735	0.7992119	0.8301617	0.95893127	0.9716719	0.9381693	0.79565775	0.9481144	0.8173631	0.91395175	0.7909225	0.96275586	0.94083315	0.9732221	0.908258	0.87985975	0.85892636	0.92925024	0.7961576	0.87146515	0.48181933	0.9574279	0.9064386	0.72157943	0.92471135	0.91256356	0.9083373	0.897369	0.8429084	0.97211534	0.931643	0.77358234	0.73355746	0.82969147	0.9184888	0.9664692
administratie/noun	0.90121925	0.842497	0.58198595	0.91110164	0.71965885	0.9474436	0.55376184	0.73368025	0.85861427	0.9866947	0.96739984	0.85431314	0.5440934	0.8377929	0.4936049	0.6504459	0.9286506	0.9439671	0.8294426	0.0	0.68808544	0.9261314	0.8896198	0.8510315	0.3591959	0.56566787	0.94954926	0.91477966	0.89853436	0.96398324	0.46435016	0.97475296	0.88802403	0.6277814	0.9770408	0.6616376	0.57948744	0.5507361	0.68704855	0.93680596	0.8662676	0.52024305	0.97373354	0.7795265	0.5180632	0.8963472	0.70278347	0.63913727	0.7306912	0.51381224	0.5152319	0.47944254	0.65855205	0.5763428	0.7457719	0.9099754	0.46151114	0.7046832	0.85948217	0.90553147	0.68880785	0.4567461	0.68803215	0.77258795	0.9619336	0.7053785	0.50071126	0.7444225	0.53382134	0.69278485	0.71767133	0.72810084	0.97272146	0.9574483	0.7804622	0.75036985	0.9642571	0.5951825	0.58766854	0.74227804	0.37385964	0.83946055	0.92730117	0.91894686	0.40102744	0.48881668	0.9635949	0.96601	0.8911486	0.97166526	0.7569654	0.6674427	0.6022613	0.7681736	0.753859	0.95058113	0.9610497	0.8140408	0.8039079	0.40882415	0.95674366	0.7206117	0.5055725	0.57474875	0.90971076	0.65904164	0.887657	0.8059826	0.93316007	0.7704987	0.9617668	0.7711769	0.77285767	0.6083269	0.8595571	0.8296536	0.783325	0.5899717	0.9548062	0.86949116	0.62607014	0.9349991	0.83832383	0.52425957	0.6437274	0.7919567	0.89190775	0.9456897	0.758054	0.58225083	0.8685454	0.7479255	0.92863727
Informatie/name	0.7947406	0.9200184	0.97484154	0.9688623	0.8702488	0.9671173	0.9526556	0.92737234	0.9487777	0.9515871	0.97047603	0.99648446	0.85294574	0.9378614	0.90343773	0.9713005	0.9563501	0.8713161	0.9434116	0.68808544	0.0	0.941606	0.997232	0.85872537	0.78715324	0.93505263	0.9461798	0.9753949	0.9582821	0.9972087	0.8095299	0.99196947	0.9770952	0.85484576	0.9541063	0.9950714	0.90391505	0.97348005	0.8815231	0.7999385	0.96982414	0.88958246	0.982406	0.92514336	0.94056547	0.8738717	0.9261902	0.93660724	0.9136543	0.76290256	0.84988916	0.886971	0.9209106	0.81153846	0.95460576	0.9698924	0.92366076	0.9530337	0.898507	0.95976996	0.7833672	0.9738833	0.9065701	0.95847684	0.99881685	0.99952143	0.8266487	0.95146304	0.9291419	0.97995335	0.882294	0.9752121	0.99751616	0.9547193	0.990079	0.79876024	0.933497	0.9615885	0.889019	0.8470476	0.7784153	0.8246105	0.9829108	0.9812905	0.79979765	0.9257062	0.98413646	0.8738319	0.95597583	0.9754783	0.9689745	0.94440204	0.9429842	0.9385306	0.9231903	0.9511134	0.975309	0.9838957	0.85645115	0.8730012	0.9637072	0.90262127	0.9396668	0.9146433	0.9147683	0.96938473	0.98658234	0.8844098	0.9954203	0.93208563	0.9966882	0.5832763	0.9116928	0.9769721	0.91976917	0.9605986	0.9598314	0.8729006	0.8210226	0.9498848	0.9739688	0.8735005	0.8919046	0.8140402	0.94376975	0.8656083	0.87807053	0.9764975	0.94967186	0.96199495	0.9301168	0.9440365	0.97027993
been/noun	0.98488164	0.8252123	0.9604941	0.9665049	0.9788735	0.90386784	0.9412078	0.98304605	0.4880175	0.9400472	0.7688345	0.8714372	0.96229863	0.939207	0.9128544	0.97456104	0.40133113	0.95566326	0.9729199	0.9261314	0.941606	0.0	0.9500024	0.87880665	0.9652301	0.94368917	0.28074008	0.8116381	0.64714426	0.875334	0.98383826	0.8203472	0.529933	0.9473248	0.40180904	0.9592538	0.90517855	0.8963981	0.9634831	0.58846307	0.51331705	0.9497632	0.81743383	0.82792073	0.9493592	0.85053766	0.92202985	0.70709693	0.7698118	0.90619427	0.9458486	0.94210297	0.7752028	0.8559029	0.8580524	0.9145725	0.9372178	0.949892	0.6060482	0.4309507	0.92655426	0.9542041	0.9148352	0.9246695	0.7933934	0.9744199	0.9398587	0.73990726	0.96903366	0.9733105	0.8494195	0.9858709	0.92815953	0.6235976	0.88134414	0.9765335	0.8980656	0.9485639	0.9413209	0.91925263	0.9712204	0.9662422	0.74556756	0.62435466	0.9389451	0.946865	0.58993113	0.86515665	0.4063189	0.95503974	0.82165235	0.7669468	0.7212634	0.8982804	0.9285928	0.49241012	0.9148491	0.9548842	0.88308007	0.93521106	0.69446695	0.8040935	0.9723608	0.963706	0.8144234	0.96547943	0.69437873	0.6865526	0.8583143	0.90333503	0.9471506	0.7757886	0.92382026	0.97092587	0.8755317	0.57085925	0.65330255	0.95189726	0.63047194	0.78506863	0.8257154	0.72679174	0.72547436	0.95006293	0.7694995	0.96519053	0.48725194	0.6704686	0.8914046	0.970722	0.9514743	0.88725394	0.38274407
Lanaken/name	0.8601421	0.9533933	0.76656914	0.95829993	0.8634364	0.99593306	0.8448504	0.86235267	0.9873463	0.977293	0.98465645	0.90258217	0.8250561	0.94279736	0.8513263	0.87143636	0.9848282	0.49308348	0.98658043	0.8896198	0.997232	0.9500024	0.0	0.94533294	0.88718235	0.83513504	0.98510116	0.8265251	0.9724592	0.92188776	0.8608617	0.95408726	0.98824275	0.6708012	0.9694342	0.88546103	0.87353647	0.9009449	0.8464879	0.9672865	0.9626569	0.8827225	0.9821052	0.9486649	0.86297554	0.85602576	0.90080595	0.89257765	0.9421576	0.8931168	0.9015787	0.8363953	0.9182148	0.9365867	0.8627973	0.88293433	0.74204576	0.64254284	0.98389906	0.9816714	0.80226827	0.84711134	0.91278553	0.8704761	0.8005455	0.9139609	0.97668326	0.90641373	0.7938312	0.81057554	0.8799771	0.80662334	0.9277903	0.94326854	0.9390316	0.96424174	0.9908906	0.8425821	0.90553075	0.8936771	0.9589559	0.92634815	0.9848062	0.96535367	0.8137688	0.7297381	0.9677354	0.9374554	0.9310449	0.98272496	0.9266955	0.80027515	0.8521569	0.8767417	0.8924217	1.0	0.8984378	0.94451386	0.97099674	0.85450536	0.70863974	0.95923233	0.87936914	0.83429337	0.93941104	0.8101627	0.98350155	0.9670753	0.96927685	0.87293833	0.9834204	0.9757432	0.9191528	0.85470253	0.94875807	0.95749134	0.90441114	0.84227306	0.9647151	0.96549696	0.89224654	0.9958415	0.9627056	0.9254224	0.8816585	0.89262533	0.9878539	0.97208786	0.8135003	0.86176276	0.9391732	0.91425586	0.98141545
aanvankelijk/adj	0.81903833	0.80437607	0.8800381	0.95655495	0.83802336	0.93753785	0.8937837	0.8636287	0.79842234	0.9940888	0.72246456	0.76072454	0.8691574	0.7148599	0.77393585	0.8536297	0.90200996	0.88474655	0.71348333	0.8510315	0.85872537	0.87880665	0.94533294	0.0	0.76852065	0.92031986	0.8863354	0.8113122	0.9572692	0.78908443	0.8734525	0.7845373	0.8265568	0.83879477	0.9837955	0.7664922	0.5980492	0.9265083	0.7924174	0.8562763	0.69412154	0.921268	0.97953135	0.6985303	0.60236335	0.76713204	0.7172312	0.78823286	0.74871105	0.7896408	0.8609122	0.7424805	0.9233319	0.93444705	0.70896554	0.8815709	0.8005687	0.88015616	0.77526027	0.94102913	0.89245045	0.82817996	0.69667876	0.63140714	0.8421841	0.77884567	0.82997143	0.73850226	0.7706622	0.95338666	0.76954997	0.95461977	0.832653	0.71671957	0.81524026	0.9418442	0.9825835	0.8593199	0.75477207	0.6145207	0.9189612	0.77133477	0.8591185	0.8757627	0.8633087	0.83224833	0.88590795	0.95077986	0.81310534	0.89673895	0.6380217	0.850246	0.84186137	0.7111621	0.762293	0.89870125	0.8917274	0.94012046	0.88560474	0.94126856	0.9128387	0.9243129	0.8249266	0.8463318	0.86753726	0.8528499	0.8666883	0.77147305	0.7294562	0.8558208	0.8687513	0.7078662	0.74739146	0.918573	0.68177605	0.6859764	0.7394893	0.7405797	0.6597322	0.75698334	0.7370908	0.79482967	0.8904387	0.9108871	0.77674454	0.8810753	0.94796896	0.85759455	0.7670696	0.87709844	0.8135053	0.8833591	0.87467194
vorder_terug/verb	0.90711504	0.80519414	0.6255499	0.91992664	0.59097314	0.9658179	0.68321645	0.6544065	0.8903429	0.9734276	0.9722302	0.8313726	0.55659914	0.68953013	0.4011736	0.66694605	0.91387093	0.95188624	0.9194939	0.3591959	0.78715324	0.9652301	0.88718235	0.76852065	0.0	0.5842618	0.96750295	0.8999122	0.8710279	0.9538508	0.5254686	0.9515972	0.91544807	0.61565256	0.9806029	0.59692097	0.4879856	0.50165474	0.65196943	0.9563848	0.80677766	0.5754914	0.9605423	0.6133468	0.40861553	0.8062813	0.6426236	0.5821003	0.7106253	0.53069234	0.5961658	0.39580595	0.5354819	0.6108501	0.691565	0.9393879	0.44286537	0.61662376	0.8562908	0.9257419	0.6881473	0.4144625	0.56321967	0.6018913	0.9297372	0.7732132	0.43601716	0.69152737	0.48103273	0.80329263	0.5929539	0.7439275	0.985021	0.95982265	0.6894575	0.6810585	0.9821794	0.5792414	0.5264347	0.7611532	0.54651713	0.93466175	0.8767691	0.8531117	0.45137054	0.4318751	0.92524725	0.9571346	0.8702609	0.9181035	0.8501258	0.7740525	0.62168825	0.7567402	0.70722926	0.97628754	0.97617155	0.91291094	0.73163986	0.4384355	0.9470572	0.87129784	0.5605273	0.47727323	0.9526031	0.75620717	0.83574873	0.8431487	0.8799375	0.6786696	0.8888913	0.75425726	0.73095024	0.59383506	0.89251274	0.77827585	0.66429675	0.6436358	0.9847497	0.90539294	0.76189154	0.94463754	0.83373076	0.55819666	0.60220844	0.70499635	0.920148	0.89432436	0.60932887	0.63743466	0.8345864	0.828022	0.94989276
invoer_recht/noun	0.83226675	0.78724504	0.34423584	0.60764074	0.76422715	0.94452137	0.4234643	0.5691112	0.9599519	0.90757143	0.95604783	0.88557494	0.21874905	0.67528665	0.44923913	0.40928817	0.9394187	0.9309384	0.8229233	0.56566787	0.93505263	0.94368917	0.83513504	0.92031986	0.5842618	0.0	0.9780965	0.7284211	0.8585528	0.9857057	0.53253204	0.9454149	0.87504333	0.7153192	0.92163503	0.46721613	0.55067974	0.68353236	0.56467235	0.959217	0.9118986	0.44146	0.94466704	0.80350596	0.5971496	0.6813415	0.6430793	0.62895006	0.7530601	0.71521723	0.6143291	0.52848244	0.6496788	0.45910114	0.68101794	0.74485576	0.3475061	0.4870782	0.9756889	0.90870833	0.82673025	0.5169425	0.7320857	0.6863077	0.9657765	0.5622052	0.742936	0.8208821	0.35001022	0.605028	0.5611252	0.6352167	0.92796737	0.9402011	0.76743805	0.93968534	0.98878735	0.41131383	0.528635	0.7255677	0.8120091	0.8539144	0.9317912	0.93645126	0.6586443	0.46610087	0.9758357	0.9545126	0.862829	0.74474025	0.7891792	0.5923486	0.6842617	0.90930235	0.5303004	0.9890078	0.94426614	0.8548556	0.80899286	0.54275346	0.7789433	0.771125	0.42692447	0.3449933	0.9774196	0.5239732	0.91372746	0.75318575	0.9296977	0.84432316	0.8740616	0.9050249	0.6776565	0.497499	0.86632085	0.80763596	0.64803874	0.69578224	0.92908716	0.8467398	0.5646503	0.9446045	0.6291325	0.42997813	0.52782035	0.65605915	0.91897154	0.961737	0.45789522	0.6715638	0.83856213	0.6863313	0.9667852
